@RELATION ant-1.6-allm

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
17,1,58,0,4,130,630,9,6,456,307,50.666666666666664,40,0,4.444444444444445,416,307,46.22222222222222,3,2,6,33.33333206,1,33.33333206,59.54415894,92.8888855,2,0.666666687,1,16.66666603,1,0,0,0,1,100,3.703703642,92.85713959,0,0,0,0,3,2,6,33.33333206,1,33.33333206,59.54415894,92.8888855,2,0.666666687,1,16.66666603,1.875,0.625,0.427045345,0.138687372,0.088165276,4,1092.993896,209,149.0666199,0.015131418,0.761904776,0.011396011,5.328990459,0.59544158,0.42469123,0.021402288,1.24038E-05,0.00450075,0.002849003,0.369852364,0.002849003,0.106247202,0.005681788,37.66787338,2,0.107011005,0.005681818,YES
53,1,119,1,37,1112,1739,41,8,974,146,23.75609756097561,649,0,15.829268292682928,325,89,7.926829268292683,37,96,1332,7.207207203,1,2.702702761,74.64387512,31.15338898,618,0.927927911,165.5,12.42492485,28,39,756,5.15873003,2,7.142857075,44.1595459,29.19020653,358.5,0.948412716,0,0,9,7,72,9.722222328,3,33.33333206,64.95726776,73.54838562,32.5,0.902777791,0,0,32.21621704,0.870708525,0.052773017,0.090075716,0.302757621,38,6689.310547,262,176.1165466,0.092603274,827.2200928,0.108262107,32.61433792,0.746438742,0.501756549,0.130980581,0.013467156,0.004365726,0.012242336,0.350273579,0.770145357,0.11178831,0.306228489,39.59288788,108.2619247,0.112479798,0.307562292,YES
2,1,2,0,4,1,2,5,3,19,15,3.8,4,0,0.8,15,15,3.0,4,3,12,25,1,25,60.6837616,84.52381134,4.5,0.75,0,0,3,0,6,0,3,100,9.401709557,70.21276855,3,1,0,0,1,0,0,0,1,100,58.11965942,99.51219177,0,0,0,0,2.875,0.71875,0.278042793,0.008678836,0.051502012,4,1374.934448,213,150.2332611,0.019064957,2.25,0.011396011,6.703617096,0.60683763,0.428014994,0.026965993,3.663E-05,0.004351168,0.012109712,0.348096341,0.767603934,0.063933007,0.195521042,22.79562569,69.40357208,0.064760298,0.197169244,NO
3,5,8,0,2,0,28,5,4,18,13,3.6,4,0,0.8,14,12,2.8,2,1,2,50,1,50,5.413105488,76,0.5,0.5,0,0,2,1,2,50,1,50,5.413105488,76,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.667633295,0.020992771,0.151315793,3,244.2112427,19,109.7929153,0.003359747,0,0.008547009,1.190673947,0.054131053,0.312800318,0.004752118,0,0.002840909,0.002865306,0,0.008538915,0.002840922,0.009939172,1,3.5,0.002840909,0.009943182,NO
33,1,100,0,29,420,1585,24,9,670,294,27.916666666666668,171,0,7.125,499,216,20.791666666666668,15,44,210,20.95238113,1,6.666666508,68.66096497,40.70946121,83,0.790476203,42.16666794,20.07936478,6,6,30,20,3,50,13.67521381,46.60194016,12,0.800000012,9,30,11,29,110,26.36363602,1,9.090909004,66.9515686,44.09005737,40.5,0.736363649,20.16666603,18.33333397,10.85294151,0.723529398,0.121592,0.086213447,0.275435627,16,3800.250977,241,160.4832153,0.052661791,63.03767395,0.045584045,18.52846718,0.686609685,0.457217127,0.074486271,0.001026254,0.004371979,0.012218045,0.351204365,0.769684017,0.143337458,0.25485146,50.66664505,90.22857666,0.143939331,0.256331176,YES
8,1,19,0,80,18,99,8,5,43,17,5.375,4,0,0.5,39,17,4.875,75,228,5550,4.108108044,1,1.333333373,77.49287415,21.45110321,2661,0.958918929,46,0.828828812,74,205,5402,3.794890881,1,1.35135138,76.63817596,22.03112221,2598.5,0.962051094,0,0,1,0,0,0,1,100,13.10541344,97.87233734,0,0,0,0,69.97333527,0.932977796,0.050717872,0.390653014,0.391701996,76,12566.68262,272,196.6998138,0.174044073,1479.338135,0.216524214,61.26999283,0.774928749,0.56039834,0.246172667,0.02408365,0.004364152,0.01238401,0.350038856,0.772800088,0.094077192,0.465975732,33.37620926,164.3332367,0.094818778,0.466855794,NO
1,1,2,0,0,0,6,2,1,72,68,36.0,0,0,0.0,72,68,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.49256E-07,0,0,0,0,0,-1.70283E-09,0,0,0,0,0.002840909,0.002840909,0,0,0.002840922,0.002840922,1,1,0.002840909,0.002840909,NO
23,1,113,0,14,173,1964,31,9,206,46,6.645161290322581,114,0,3.6774193548387095,92,39,2.967741935483871,13,21,156,13.46153831,1,7.692307472,67.80626678,50.10526276,67.5,0.865384638,11,7.051281929,1,0,0,0,1,100,0.854700863,75,0,0,0,0,13,21,156,13.46153831,1,7.692307472,67.80626678,50.10526276,67.5,0.865384638,11,7.051281929,10.60714245,0.815934062,0.137359783,0.091159463,0.264151305,14,2654.641113,238,158.8998718,0.036719445,190.0150757,0.039886039,12.94294262,0.678062677,0.452706188,0.05193698,0.003093448,0.004506529,0.002849003,0.370661736,0.002849003,0.142500862,0.005681787,50.3928833,2,0.143161595,0.005681818,NO
4,2,16,0,4,0,59,2,2,1,1,0.5,1,0,0.5,0,0,0.0,4,4,12,33.33333206,1,25,11.68091202,61.19403076,4,0.666666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.33333206,1,25,11.68091202,61.19403076,4,0.666666687,0,0,2.5,0.625,0.321483284,0.001900311,0.133241758,5,459.8653564,41,115.4429932,0.006326732,0.533333361,0.014245015,2.242115021,0.116809115,0.328897417,0.008948701,8.68268E-06,0.004439105,0.002840909,0.361062557,0,0.098633468,0.002840922,34.98692703,1,0.099394679,0.002840909,NO
3,1,17,0,3,0,204,7,4,9,4,1.2857142857142858,7,0,1.0,2,2,0.2857142857142857,3,2,6,33.33333206,2,66.66666412,45.01424408,74.17840576,2,0.666666687,2,33.33333206,2,2,2,100,1,50,43.58974457,77.27272797,0,0,0,0,1,0,0,0,1,100,3.988604069,93.33333588,0,0,0,0,2.333333254,0.777777791,0.345545918,0.000537621,0.018004116,4,1260.080933,158,140.0667572,0.017478287,1.189646959,0.011396011,6.143638134,0.450142443,0.399050593,0.024721764,1.93675E-05,0.004344812,0.012300683,0.347141296,0.771246135,0.056643199,0.319062531,20.23690224,112.7667084,0.057491198,0.320359975,NO
100,1,247,0,202,4576,2015,47,10,954,132,20.29787234042553,810,0,17.23404255319149,144,100,3.0638297872340425,149,785,22052,3.559767723,1,0.671140969,90.31339264,12.84440804,10633.5,0.964402318,5708.888184,25.88829994,141,623,19740,3.156028271,1,0.709219873,87.17948914,13.9471283,9558.5,0.968439698,4712.679688,23.87375832,21,48,420,11.4285717,2,9.523809433,68.09117126,32.03753281,186,0.885714293,257.25,61.25,139.1481476,0.93388021,0.034724306,0.313457608,0.650403261,150,23025.70508,317,241.6998901,0.318662584,10728.92676,0.427350432,112.2639008,0.903133929,0.688603699,0.450725019,0.174667105,0.00437405,0.01241511,0.351511925,0.773374736,0.163802773,0.565975726,57.84996796,199.4332581,0.164346501,0.566571772,YES
5,1,8,19,128,4,37,6,5,18,7,3.0,7,0,1.1666666666666667,11,6,1.8333333333333333,114,437,12882,3.392330408,1,0.877192974,85.75498199,16.32320976,6222.5,0.966076672,184.0222168,1.42852211,114,437,12882,3.392330408,1,0.877192974,85.75498199,16.32320976,6222.5,0.966076672,184.0222168,1.42852211,1,0,0,0,1,100,42.45014191,99.33333588,0,0,0,0,107.0217361,0.938787162,0.033121593,0.335446984,0.447874039,115,18521.66016,301,221.5331726,0.256476641,4891.644043,0.327635318,90.30402374,0.857549846,0.631148636,0.362767518,0.079636045,0.004367356,0.012383574,0.350516379,0.772792041,0.107752137,0.513981402,38.17620468,181.1832428,0.108455129,0.514725149,YES
18,1,68,2,23,151,413,16,8,199,45,12.4375,152,0,9.5,47,43,2.9375,22,84,462,18.18181801,1,4.545454502,66.38176727,34.41654205,189,0.818181813,69.15000153,14.96753216,15,29,210,13.80952358,4,26.66666603,16.5242157,26.36363602,90.5,0.86190474,42.25,20.11904716,9,14,72,19.44444466,1,11.11111069,65.24216461,47.02258682,29,0.805555582,8,11.11111069,16.91666603,0.768939376,0.104483433,0.087620601,0.419267744,23,4829.082031,233,162.5665131,0.066911407,77.02124786,0.065527067,23.54462433,0.663817644,0.463152468,0.094641313,0.001253907,0.004368769,0.012220172,0.350726813,0.769724488,0.126175702,0.266959608,44.6428833,94.47856903,0.126826376,0.26840502,YES
20,1,50,0,3,74,721,10,5,711,628,71.1,65,0,6.5,646,628,64.6,3,3,6,50,1,33.33333206,64.95726776,60.31745911,1.5,0.5,0,0,2,1,2,50,1,50,43.01994324,87.28323364,0.5,0.5,0,0,2,1,2,50,1,50,64.95726776,64.22534943,0.5,0.5,0,0,1.625,0.541666687,0.395886123,0.20372273,0.029457154,4,1928.578735,228,152.2332153,0.026758472,0,0.011396011,9.402959824,0.64957267,0.43371287,0.03784791,0,0.004367464,0.012297667,0.350532562,0.771189451,0.109651461,0.316688389,38.8428688,111.9333801,0.110349059,0.317992568,YES
21,1,66,0,19,112,502,32,7,416,67,13.0,136,0,4.25,280,51,8.75,15,66,210,31.4285717,1,6.666666508,67.80626678,36.61538315,72,0.685714304,19.97619057,9.512471199,9,24,72,33.33333206,1,11.11111069,39.88603973,56.91056824,24,0.666666687,1,1.388888836,7,12,42,28.5714283,2,28.5714283,67.52136993,44.46529007,15,0.714285731,13,30.95238113,9.59375,0.639583349,0.148182645,0.05564063,0.436819792,16,4021.921875,238,159.8998566,0.055744819,165.0757904,0.045584045,19.60924339,0.678062677,0.455555141,0.078846984,0.002687437,0.004368606,0.01226758,0.350702554,0.770622849,0.122851849,0.309694856,43.47621155,109.4786377,0.123511963,0.311018854,YES
23,1,57,0,32,147,441,13,4,95,33,7.3076923076923075,64,0,4.923076923076923,31,31,2.3846153846153846,24,86,552,15.57971001,1,4.166666508,69.80056763,33.28804398,233,0.844202876,45.98333359,8.330313683,20,56,380,14.73684216,1,5,58.11965942,40.63745117,162,0.852631569,6.066666603,1.596491218,6,10,30,33.33333206,1,16.66666603,67.52136993,46.19882965,10,0.666666687,5.5,18.33333397,18.13461494,0.755608976,0.098669,0.139938399,0.391327202,25,5009.469238,245,165.5665131,0.069379874,400.4365234,0.071225069,24.42411995,0.698005676,0.471699476,0.098132774,0.006519113,0.004368225,0.012327035,0.3506459,0.7717399,0.119053178,0.365358889,42.14287949,129.0167084,0.119724087,0.366524726,YES
30,2,52,59,138,361,318,24,8,200,45,8.333333333333334,59,0,2.4583333333333335,141,37,5.875,128,522,16256,3.211122036,4,3.125,84.61538696,15.37267113,7867,0.967888772,838.9619141,5.160936832,125,260,15500,1.677419305,13,10.39999962,77.49287415,17.70833397,7620,0.983225822,776.3618774,5.008786678,7,17,42,40.47618866,1,14.28571415,67.23646545,38.81578827,12.5,0.59523809,4.833333492,11.50793648,120.477272,0.941228688,0.043947902,0.41078645,0.555371463,129,19216.88477,297,227.4498901,0.265963435,6777.197754,0.367521375,93.69365692,0.846153855,0.648005366,0.376185894,0.110332891,0.004368334,0.012378769,0.350662082,0.772702992,0.120952517,0.52062887,42.80955124,183.51651,0.12161804,0.521353722,YES
7,3,26,0,6,15,237,6,4,17,9,2.8333333333333335,7,0,1.1666666666666667,10,8,1.6666666666666667,6,13,30,43.33333206,1,16.66666603,68.37606812,38.40000153,8.5,0.566666663,4,13.33333302,2,2,2,100,1,50,43.58974457,90.532547,0,0,0,0,5,8,20,40,1,20,68.09117126,39.43894577,6,0.600000024,3,15,3.142857075,0.523809493,0.220035762,0.147100136,0.08101216,7,3343.595703,240,155.7332153,0.046409801,12.08813,0.019943019,16.30200195,0.683760703,0.443684369,0.065643281,0.000196795,0.004367736,0.012297667,0.350573033,0.771189451,0.114874631,0.316688389,40.6762085,111.9333801,0.11555741,0.317992568,NO
1,1,1,0,13,0,1,2,2,1,1,0.5,1,0,0.5,0,0,0.0,10,22,90,24.44444466,1,10,39.88603973,55.77689362,34,0.75555557,0,0,9,11,72,15.27777767,3,33.33333206,11.68091202,33.60655594,30.5,0.847222209,0,0,1,0,0,0,1,100,36.46723557,99.22480774,0,0,0,0,7.449999809,0.745000005,0.166012198,0.057865724,0.249310046,10,1925.033813,140,138.73349,0.026672633,7.608349323,0.028490029,9.385676384,0.398860395,0.395252109,0.037726495,0.000123864,0.004361711,0.012218471,0.349674642,0.769692063,0.08845704,0.258555144,31.40359497,91.52858734,0.089214757,0.260024399,NO
5,1,5,0,7,10,5,5,3,53,38,10.6,33,0,6.6,20,15,4.0,7,14,42,33.33333206,1,14.28571415,43.87464523,63.63636398,14,0.666666687,0,0,6,6,30,20,3,50,9.971509933,38.04347992,12,0.800000012,0,0,1,0,0,0,1,100,42.45014191,99.33333588,0,0,0,0,4.642857075,0.663265288,0.20888716,0.031286996,0.191918641,7,1666.161621,154,141.4000854,0.023100287,2.245635033,0.019943019,8.123520851,0.438746452,0.402849257,0.032673672,3.6559E-05,0.00436741,0.012214218,0.350524455,0.76961118,0.108226947,0.251765043,38.3428688,89.14524078,0.108928606,0.25325352,NO
28,3,89,0,26,246,817,38,8,479,77,12.605263157894736,185,0,4.868421052631579,294,64,7.7368421052631575,20,110,380,28.94736862,1,5,69.51567078,27.32362747,135,0.710526288,50.82619095,13.37531376,12,33,132,25,1,8.333333015,56.6951561,47.83654022,49.5,0.75,21.91666603,16.6035347,13,50,156,32.05128098,1,7.692307472,68.94586945,30.13698578,53,0.679487169,29.28333282,18.77136803,12.65999985,0.633000016,0.126582474,0.076300927,0.503458023,21,5692.118164,244,163.3998566,0.078933775,53.91108704,0.05982906,27.75243568,0.695156693,0.46552667,0.111646079,0.000877673,0.004369367,0.01232141,0.350815862,0.771634638,0.134722754,0.351826102,47.6428833,124.266716,0.135349095,0.353030443,YES
16,1,74,0,13,50,635,9,4,52,30,5.777777777777778,17,0,1.8888888888888888,35,28,3.888888888888889,11,29,110,26.36363602,2,18.18181801,68.94586945,36.94656372,40.5,0.736363649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,110,26.36363602,2,18.18181801,68.94586945,36.94656372,40.5,0.736363649,0,0,7.545454502,0.685950398,0.128350541,0.011202299,0.180327356,12,3566.600342,242,158.5665436,0.049437635,467.0125122,0.034188036,17.38928223,0.689458668,0.451756537,0.069925934,0.007602972,0.004465819,0.002840909,0.36489898,0,0.133732617,0.002840922,47.30955505,1,0.134402141,0.002840909,NO
