@RELATION synapse-1.1-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
4,2,8,0,4,4,27,NO
1,1,1,0,1,0,1,NO
4,2,13,0,8,2,61,YES
4,1,4,0,8,6,4,NO
14,1,38,0,12,27,280,YES
16,2,60,0,13,34,483,NO
3,3,14,0,8,3,45,NO
2,1,6,0,11,1,81,YES
4,1,4,0,74,6,4,NO
6,1,22,0,14,15,146,NO
9,1,44,0,25,32,247,YES
9,1,45,0,11,22,343,NO
2,1,16,0,14,0,102,YES
30,2,74,0,14,299,594,YES
5,2,33,0,6,2,206,NO
3,3,7,0,2,1,43,NO
7,1,7,0,46,21,7,NO
11,1,38,0,11,0,336,NO
7,1,44,0,9,5,285,NO
8,1,55,0,16,14,379,NO
8,2,29,0,10,0,169,NO
10,1,11,0,6,35,46,NO
2,1,14,0,15,1,91,YES
23,1,70,0,18,143,537,NO
5,1,60,0,12,0,566,YES
35,1,36,0,13,493,225,YES
5,1,33,0,20,8,105,YES
18,1,28,0,2,87,200,NO
12,2,46,0,18,14,304,NO
8,2,60,2,13,12,727,NO
5,1,18,0,8,0,143,NO
8,1,36,17,31,22,190,YES
1,1,1,0,2,0,1,NO
3,1,3,0,10,3,3,NO
10,1,41,0,14,0,407,NO
2,2,14,7,12,1,40,NO
7,1,17,0,8,9,139,NO
1,1,1,0,10,0,1,NO
9,1,12,0,2,22,75,NO
2,1,2,0,4,1,2,NO
14,2,70,2,19,53,421,NO
12,2,49,0,16,6,406,NO
27,3,92,0,11,349,865,NO
3,2,13,0,7,3,41,NO
3,3,14,0,8,3,45,NO
4,3,9,0,5,4,30,NO
3,2,19,0,8,3,88,NO
2,1,3,0,2,1,12,NO
3,1,11,0,8,1,26,NO
13,1,45,0,14,10,382,NO
21,2,73,0,21,110,594,NO
6,1,101,0,35,3,550,YES
4,2,28,0,13,2,175,NO
8,1,96,0,31,28,430,YES
4,2,34,0,13,2,314,NO
2,1,8,0,6,1,33,NO
9,1,12,0,10,26,70,NO
8,2,32,0,12,0,157,NO
7,1,11,0,5,3,53,NO
