@RELATION Mylyn-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
14.0,1,12.0,0,1,15,45.0,NO
0.0,1,6.0,4,7,15,0.0,NO
1.0,2,2.0,0,0,0,5.0,NO
2.0,1,3.0,0,2,1,9.0,NO
6.0,2,13.0,3,4,6,37.0,NO
1.0,3,3.0,0,1,0,3.0,NO
6.0,1,7.0,0,0,10,37.0,NO
71.0,1,147.0,6,26,351,270.0,YES
16.0,1,34.0,0,6,15,75.0,NO
4.0,1,10.0,0,7,1,68.0,YES
27.0,1,24.0,0,8,21,76.0,YES
6.0,3,22.0,0,7,6,39.0,YES
32.0,1,28.0,0,4,66,70.0,NO
12.0,1,27.0,0,6,10,89.0,NO
14.0,1,17.0,0,4,6,49.0,NO
6.0,1,12.0,0,3,6,29.0,NO
8.0,1,24.0,1,9,10,55.0,NO
68.0,1,121.0,0,10,406,556.0,NO
2.0,1,8.0,1,3,1,8.0,NO
3.0,2,4.0,0,3,1,9.0,NO
8.0,1,14.0,0,7,3,30.0,NO
4.0,1,12.0,0,5,3,20.0,NO
7.0,1,13.0,3,7,36,22.0,NO
1.0,1,5.0,0,1,1,3.0,NO
2.0,1,2.0,0,2,1,6.0,NO
24.0,1,119.0,0,49,45,194.0,YES
4.0,2,5.0,0,1,6,12.0,NO
10.0,1,10.0,0,0,45,30.0,NO
11.0,1,41.0,0,15,45,107.0,NO
45.0,1,80.0,0,16,91,159.0,YES
2.0,1,3.0,0,2,1,9.0,YES
10.0,2,12.0,0,5,21,29.0,NO
93.0,2,255.0,0,36,435,457.0,NO
7.0,4,14.0,2,5,36,24.0,NO
8.0,1,23.0,1,15,6,41.0,NO
16.0,3,28.0,0,9,6,66.0,NO
9.0,1,14.0,0,2,28,29.0,NO
10.0,1,19.0,0,5,6,41.0,NO
3.0,5,3.0,0,3,3,9.0,NO
5.0,1,8.0,0,2,10,15.0,NO
2.0,1,2.0,0,1,1,6.0,NO
14.0,1,44.0,0,19,10,86.0,NO
26.0,1,29.0,1,8,325,83.0,NO
166.0,2,159.0,0,10,1035,288.0,NO
2.0,1,7.0,0,2,1,26.0,NO
6.0,2,18.0,0,7,0,41.0,NO
11.0,1,15.0,0,112,55,41.0,NO
17.0,1,47.0,0,8,28,92.0,NO
4.0,2,5.0,0,2,6,12.0,NO
25.0,3,32.0,0,7,15,88.0,NO
4.0,2,23.0,0,4,6,40.0,NO
3.0,2,11.0,0,4,3,31.0,NO
18.0,3,61.0,0,44,66,120.0,YES
21.0,1,37.0,0,11,15,77.0,NO
21.0,1,19.0,7,20,45,60.0,NO
4.0,1,6.0,0,1,3,16.0,NO
2.0,1,3.0,0,1,1,6.0,NO
40.0,1,81.0,0,5,153,166.0,NO
0.0,1,2.0,1,2,1,0.0,NO
6.0,1,6.0,0,3,1,9.0,NO
3.0,2,8.0,0,1,1,26.0,NO
9.0,1,26.0,3,7,21,61.0,NO
3.0,2,5.0,0,2,6,9.0,NO
21.0,1,51.0,0,7,55,149.0,NO
24.0,1,30.0,0,4,28,102.0,NO
13.0,2,31.0,0,6,6,56.0,YES
6.0,1,16.0,0,110,15,18.0,NO
11.0,2,36.0,0,22,36,74.0,NO
3.0,2,5.0,0,2,6,9.0,NO
25.0,1,21.0,0,5,10,68.0,YES
2.0,1,12.0,0,7,1,27.0,NO
10.0,2,14.0,0,5,28,43.0,NO
1.0,1,2.0,0,0,0,3.0,NO
12.0,1,14.0,1,2,15,47.0,NO
14.0,1,14.0,0,10,66,45.0,NO
4.0,4,5.0,0,4,6,14.0,NO
4.0,2,5.0,1,3,6,13.0,NO
22.0,1,53.0,0,7,66,157.0,NO
0.0,1,1.0,0,1,0,0.0,NO
2.0,1,3.0,0,2,1,6.0,NO
3.0,1,13.0,0,6,1,44.0,NO
4.0,1,5.0,0,6,6,13.0,NO
8.0,1,19.0,0,8,6,37.0,YES
4.0,2,9.0,0,1,10,12.0,NO
2.0,2,2.0,0,1,0,5.0,NO
5.0,1,11.0,0,1,10,53.0,NO
9.0,1,19.0,0,4,10,65.0,NO
106.0,2,271.0,1,15,861,407.0,NO
6.0,1,7.0,0,1,15,19.0,NO
19.0,2,40.0,0,1,171,92.0,NO
4.0,1,10.0,0,1,6,15.0,NO
5.0,1,22.0,0,6,6,78.0,NO
15.0,1,29.0,0,13,28,51.0,NO
14.0,1,31.0,0,9,66,112.0,NO
5.0,4,6.0,0,3,10,15.0,NO
14.0,2,21.0,0,4,15,187.0,YES
6.0,2,16.0,5,8,3,29.0,NO
6.0,2,21.0,0,4,3,60.0,NO
4.0,1,8.0,0,2,6,18.0,NO
20.0,1,83.0,0,16,78,144.0,NO
7.0,1,9.0,0,2,15,20.0,NO
75.0,2,196.0,0,14,66,223.0,YES
2.0,2,7.0,0,3,1,9.0,NO
87.0,1,191.0,0,35,990,480.0,NO
12.0,1,30.0,0,11,15,56.0,YES
66.0,2,175.0,0,33,351,400.0,YES
3.0,1,13.0,0,7,3,17.0,NO
3.0,2,26.0,0,4,10,19.0,NO
34.0,2,59.0,0,9,45,188.0,NO
9.0,1,37.0,1,12,6,59.0,NO
8.0,1,25.0,0,3,15,36.0,NO
0.0,1,0.0,0,0,0,0.0,NO
1.0,3,3.0,0,2,1,3.0,NO
28.0,2,98.0,0,13,66,225.0,YES
1.0,1,2.0,0,0,0,3.0,NO
2.0,1,3.0,0,0,3,6.0,NO
21.0,3,42.0,0,10,15,72.0,NO
6.0,1,12.0,0,3,6,26.0,NO
2.0,1,3.0,0,3,1,9.0,YES
7.0,2,15.0,0,7,15,25.0,NO
23.0,1,48.0,0,27,91,81.0,NO
11.0,1,15.0,13,6,10,36.0,NO
22.0,2,47.0,0,10,66,117.0,YES
27.0,2,94.0,0,13,105,160.0,NO
1.0,1,2.0,0,0,0,3.0,NO
8.0,1,17.0,0,4,6,43.0,NO
3.0,2,5.0,0,1,6,9.0,NO
21.0,1,71.0,0,8,28,213.0,NO
11.0,2,23.0,0,4,36,43.0,NO
11.0,1,25.0,0,15,28,41.0,YES
10.0,1,45.0,0,14,6,78.0,NO
16.0,1,40.0,0,6,21,114.0,NO
5.0,2,8.0,0,1,3,17.0,NO
27.0,1,46.0,0,10,21,91.0,NO
3.0,2,5.0,0,2,6,12.0,NO
36.0,2,104.0,0,23,55,214.0,YES
1.0,1,1.0,0,0,0,4.0,NO
12.0,2,12.0,0,1,21,40.0,NO
15.0,3,38.0,0,9,10,51.0,NO
11.0,1,25.0,0,11,6,57.0,NO
8.0,1,11.0,0,16,21,27.0,NO
9.0,1,23.0,0,7,21,34.0,NO
1.0,1,2.0,0,0,0,3.0,NO
30.0,2,100.0,0,22,28,152.0,YES
33.0,1,49.0,2,26,91,87.0,NO
17.0,1,27.0,0,6,6,65.0,NO
101.0,1,135.0,0,28,325,602.0,NO
9.0,2,7.0,0,2,6,20.0,NO
13.0,1,24.0,0,9,6,77.0,YES
18.0,1,58.0,0,17,55,226.0,NO
7.0,3,7.0,0,4,3,19.0,NO
3.0,1,14.0,0,4,1,21.0,NO
2.0,2,14.0,0,6,3,21.0,NO
106.0,1,190.0,0,231,1770,336.0,YES
1.0,2,1.0,0,0,0,3.0,NO
9.0,1,9.0,0,3,15,30.0,NO
12.0,1,10.0,3,3,21,40.0,NO
130.0,1,248.0,0,21,66,523.0,YES
1.0,2,2.0,0,2,0,3.0,NO
2.0,1,4.0,0,2,0,12.0,NO
7.0,1,7.0,0,2,21,26.0,NO
16.0,1,16.0,0,11,91,51.0,NO
8.0,1,16.0,0,10,10,25.0,YES
5.0,1,13.0,0,3,15,24.0,NO
8.0,1,12.0,0,2,1,24.0,NO
7.0,3,9.0,0,1,15,43.0,NO
7.0,1,11.0,0,0,15,41.0,NO
4.0,1,9.0,0,3,3,24.0,NO
30.0,1,122.0,0,22,210,301.0,YES
35.0,1,44.0,0,7,21,96.0,NO
2.0,1,6.0,0,5,1,8.0,NO
15.0,1,19.0,4,7,15,41.0,NO
13.0,1,12.0,0,3,3,42.0,NO
5.0,2,3.0,0,1,0,14.0,NO
84.0,1,142.0,0,15,120,456.0,NO
9.0,1,16.0,0,2,15,32.0,NO
32.0,1,81.0,0,10,253,130.0,NO
3.0,1,7.0,0,2,1,11.0,NO
3.0,1,4.0,0,1,3,9.0,NO
4.0,2,5.0,0,6,10,12.0,NO
17.0,1,20.0,0,10,153,52.0,NO
17.0,2,62.0,0,15,36,189.0,NO
13.0,1,32.0,0,14,3,64.0,NO
14.0,1,25.0,1,7,6,50.0,NO
3.0,1,6.0,0,1,3,10.0,NO
4.0,1,7.0,0,1,0,14.0,YES
1.0,2,3.0,0,2,1,3.0,NO
28.0,2,67.0,0,12,36,124.0,YES
49.0,1,67.0,0,13,136,153.0,NO
2.0,1,2.0,0,2,1,6.0,NO
1.0,1,1.0,0,0,0,4.0,NO
9.0,2,15.0,1,6,15,25.0,NO
1.0,1,3.0,0,2,0,3.0,NO
15.0,1,33.0,4,6,28,74.0,NO
0.0,1,0.0,0,0,0,0.0,NO
5.0,2,6.0,0,4,3,17.0,NO
13.0,3,20.0,0,8,6,42.0,NO
1.0,1,2.0,0,0,0,3.0,NO
7.0,1,8.0,0,1,3,23.0,NO
10.0,1,24.0,0,2,36,111.0,NO
21.0,1,91.0,0,10,45,152.0,NO
13.0,1,26.0,0,12,45,51.0,NO
2.0,1,3.0,0,2,1,9.0,NO
9.0,2,16.0,0,6,15,26.0,NO
2.0,2,2.0,0,0,1,6.0,NO
34.0,1,129.0,0,11,45,307.0,NO
39.0,1,106.0,0,28,435,194.0,NO
5.0,1,9.0,2,3,1,21.0,NO
20.0,1,28.0,0,10,21,70.0,NO
5.0,2,11.0,37,44,21,15.0,NO
7.0,1,12.0,0,2,15,40.0,NO
1.0,1,1.0,0,0,0,2.0,NO
108.0,1,259.0,0,40,105,461.0,YES
42.0,3,97.0,0,20,91,199.0,YES
1.0,2,1.0,0,3,0,3.0,NO
4.0,2,6.0,0,4,1,9.0,NO
10.0,1,21.0,0,10,21,39.0,NO
3.0,2,3.0,2,3,3,10.0,NO
6.0,1,7.0,0,3,1,32.0,NO
1.0,1,2.0,0,0,0,3.0,NO
2.0,3,11.0,1,4,1,9.0,NO
85.0,2,230.0,0,47,406,417.0,NO
11.0,1,14.0,0,0,21,31.0,YES
1.0,2,1.0,0,0,0,3.0,NO
8.0,1,2.0,0,1,1,17.0,NO
2.0,1,3.0,0,3,1,9.0,YES
2.0,1,3.0,1,1,3,6.0,NO
136.0,2,398.0,0,1,946,1831.0,NO
4.0,2,8.0,0,1,0,13.0,YES
2.0,1,2.0,0,2,1,7.0,NO
9.0,2,18.0,1,5,21,44.0,NO
4.0,1,6.0,0,6,10,12.0,NO
3.0,1,3.0,0,2,3,10.0,NO
8.0,3,33.0,0,15,10,61.0,YES
175.0,3,369.0,2,34,1770,611.0,YES
7.0,3,20.0,0,10,3,32.0,NO
1.0,1,2.0,0,0,0,3.0,NO
2.0,1,12.0,0,8,1,16.0,NO
2.0,1,25.0,0,10,0,32.0,NO
6.0,1,15.0,0,7,3,28.0,YES
4.0,1,7.0,0,0,6,9.0,NO
15.0,1,35.0,0,13,15,62.0,NO
12.0,1,19.0,0,7,15,44.0,NO
2.0,1,11.0,1,7,21,6.0,NO
11.0,3,10.0,0,1,15,38.0,NO
2.0,1,3.0,0,2,1,9.0,NO
6.0,1,9.0,0,2,3,22.0,NO
14.0,1,14.0,0,2,91,41.0,NO
1.0,3,1.0,1,1,0,3.0,NO
8.0,1,32.0,0,5,21,42.0,NO
2.0,2,1.0,0,1,0,3.0,NO
22.0,1,37.0,3,17,66,76.0,NO
12.0,1,26.0,0,4,1,55.0,NO
29.0,2,99.0,0,17,55,225.0,YES
18.0,1,36.0,0,2,120,132.0,NO
6.0,2,15.0,0,4,1,23.0,NO
3.0,2,5.0,0,2,6,9.0,NO
22.0,1,23.0,0,3,15,100.0,NO
22.0,2,46.0,0,11,28,98.0,NO
3.0,2,5.0,0,2,6,10.0,NO
2.0,2,5.0,0,4,1,8.0,NO
147.0,3,330.0,6,30,2485,1144.0,NO
3.0,2,5.0,0,2,6,9.0,NO
7.0,1,8.0,0,4,21,23.0,NO
1.0,1,4.0,0,1,0,9.0,NO
3.0,2,4.0,0,1,3,9.0,NO
8.0,3,17.0,0,9,6,20.0,NO
8.0,2,16.0,0,3,3,20.0,NO
20.0,3,38.0,0,8,36,74.0,NO
4.0,1,5.0,0,1,6,11.0,NO
74.0,2,167.0,0,26,703,308.0,NO
117.0,2,344.0,0,43,1275,707.0,YES
11.0,1,11.0,8,31,55,36.0,NO
2.0,1,3.0,0,3,1,6.0,NO
8.0,3,20.0,0,6,6,33.0,NO
11.0,1,17.0,0,3,28,39.0,NO
4.0,2,9.0,0,3,6,14.0,YES
1.0,1,2.0,0,0,0,3.0,NO
41.0,1,65.0,0,7,435,148.0,NO
11.0,1,8.0,2,2,15,37.0,NO
14.0,1,42.0,0,18,10,104.0,NO
29.0,2,68.0,0,19,105,117.0,NO
21.0,1,51.0,0,15,36,129.0,NO
9.0,1,8.0,0,2,6,33.0,NO
67.0,1,58.0,0,2,231,125.0,NO
10.0,3,19.0,0,9,6,31.0,NO
2.0,2,3.0,0,1,1,6.0,NO
18.0,2,17.0,8,14,28,49.0,NO
4.0,1,8.0,5,0,28,15.0,NO
49.0,1,49.0,0,1,325,125.0,NO
1.0,1,2.0,0,0,0,3.0,NO
1.0,3,4.0,0,3,1,3.0,NO
23.0,3,56.0,0,28,153,103.0,NO
12.0,1,12.0,0,14,66,35.0,NO
2.0,1,6.0,1,0,15,6.0,NO
24.0,2,42.0,0,9,36,77.0,NO
1.0,1,2.0,0,1,0,8.0,NO
0.0,1,7.0,9,11,21,0.0,NO
3.0,1,4.0,0,1,3,11.0,NO
12.0,1,27.0,0,2,3,50.0,NO
34.0,3,63.0,0,11,231,131.0,NO
51.0,1,147.0,0,74,300,274.0,NO
4.0,1,2.0,0,2,1,3.0,NO
4.0,1,17.0,0,4,0,33.0,NO
8.0,1,13.0,0,4,1,23.0,NO
7.0,1,7.0,0,1,10,25.0,NO
21.0,1,5.0,0,0,1,40.0,NO
2.0,1,5.0,0,0,3,8.0,NO
22.0,1,54.0,0,6,91,102.0,NO
16.0,1,41.0,1,8,105,144.0,YES
8.0,1,31.0,0,7,10,58.0,NO
10.0,1,13.0,4,4,45,32.0,NO
1.0,1,2.0,0,0,0,3.0,NO
5.0,1,12.0,0,4,10,16.0,NO
10.0,1,34.0,0,5,6,98.0,NO
18.0,2,44.0,0,14,66,63.0,NO
37.0,1,93.0,0,20,66,207.0,NO
2.0,1,13.0,0,2,1,43.0,NO
7.0,2,17.0,0,5,21,26.0,NO
31.0,1,48.0,0,4,210,132.0,YES
3.0,2,18.0,0,11,1,39.0,NO
3.0,1,9.0,0,3,1,15.0,NO
16.0,3,32.0,0,8,6,65.0,NO
15.0,2,27.0,0,6,10,64.0,NO
7.0,2,21.0,0,3,15,35.0,NO
15.0,1,24.0,0,4,45,54.0,NO
83.0,2,123.0,0,1,861,255.0,NO
15.0,1,27.0,0,6,6,55.0,NO
3.0,1,4.0,0,5,3,12.0,NO
1.0,2,1.0,0,0,0,3.0,YES
4.0,1,19.0,1,6,6,22.0,NO
4.0,1,5.0,0,0,10,12.0,NO
9.0,1,26.0,0,7,21,30.0,NO
5.0,1,8.0,0,1,10,19.0,NO
3.0,1,14.0,0,7,3,29.0,NO
4.0,1,11.0,0,2,0,21.0,NO
6.0,2,10.0,1,3,15,22.0,NO
24.0,1,41.0,15,28,171,88.0,YES
1.0,1,2.0,0,0,0,3.0,NO
6.0,1,11.0,0,5,6,20.0,NO
41.0,1,78.0,0,12,171,154.0,NO
123.0,3,203.0,0,16,780,452.0,YES
12.0,1,5.0,0,1,6,56.0,NO
42.0,1,75.0,0,15,136,419.0,NO
1.0,2,1.0,1,0,0,3.0,NO
7.0,1,16.0,0,3,1,36.0,NO
27.0,2,69.0,0,6,153,179.0,YES
12.0,1,16.0,0,1,6,38.0,NO
2.0,1,3.0,0,5,1,9.0,NO
6.0,2,8.0,0,2,6,18.0,NO
1.0,1,6.0,49,3,6,7.0,NO
5.0,1,12.0,0,2,6,20.0,YES
13.0,2,66.0,0,9,3,120.0,NO
1.0,1,2.0,0,0,0,3.0,NO
7.0,1,15.0,0,4,10,27.0,NO
18.0,2,39.0,0,8,10,83.0,YES
1.0,1,1.0,0,1,0,3.0,NO
31.0,1,56.0,0,2,66,114.0,NO
18.0,2,15.0,0,2,36,51.0,NO
3.0,2,3.0,0,6,3,12.0,NO
7.0,2,7.0,0,5,21,24.0,NO
44.0,2,169.0,0,26,153,350.0,YES
19.0,3,26.0,0,9,15,74.0,NO
1.0,1,2.0,0,0,0,3.0,NO
5.0,2,10.0,0,2,6,23.0,NO
94.0,1,368.0,0,32,276,569.0,YES
2.0,2,3.0,0,3,3,6.0,NO
17.0,1,12.0,0,2,66,46.0,NO
4.0,2,8.0,0,2,1,27.0,NO
39.0,1,46.0,0,12,300,118.0,NO
28.0,1,27.0,0,5,45,65.0,NO
23.0,2,25.0,0,6,253,73.0,YES
12.0,2,24.0,0,5,21,43.0,NO
4.0,1,11.0,0,2,6,44.0,NO
31.0,2,60.0,0,9,253,101.0,NO
4.0,1,5.0,0,1,1,81.0,NO
6.0,2,10.0,1,4,15,23.0,NO
52.0,1,135.0,0,13,561,206.0,NO
34.0,2,93.0,0,20,171,295.0,NO
8.0,1,20.0,0,6,21,64.0,NO
13.0,1,12.0,0,5,21,40.0,NO
12.0,1,12.0,0,3,66,36.0,NO
45.0,1,128.0,0,31,45,213.0,YES
3.0,2,5.0,0,2,0,7.0,NO
6.0,1,25.0,0,9,0,34.0,NO
1.0,1,2.0,0,0,0,3.0,NO
24.0,2,22.0,0,6,15,79.0,NO
6.0,1,10.0,0,2,15,19.0,NO
4.0,2,10.0,0,4,3,16.0,NO
10.0,1,20.0,0,15,10,27.0,NO
1.0,1,2.0,0,0,0,3.0,NO
33.0,2,91.0,2,13,153,224.0,YES
1.0,1,2.0,0,0,0,3.0,NO
32.0,2,49.0,0,10,66,147.0,NO
5.0,1,12.0,0,4,1,31.0,YES
2.0,1,4.0,0,0,1,29.0,NO
14.0,2,45.0,0,12,10,70.0,NO
7.0,1,13.0,0,5,21,26.0,NO
16.0,1,13.0,5,4,6,40.0,NO
6.0,1,9.0,3,1,21,24.0,NO
3.0,2,5.0,0,2,6,9.0,NO
2.0,1,3.0,0,2,1,9.0,NO
1.0,1,2.0,0,0,0,3.0,NO
2.0,1,6.0,4,0,1,13.0,NO
3.0,1,5.0,0,1,0,10.0,NO
61.0,1,133.0,1,50,1225,197.0,NO
7.0,1,8.0,0,8,21,27.0,NO
13.0,1,44.0,1,17,10,132.0,NO
12.0,2,12.0,0,1,21,40.0,NO
13.0,1,15.0,0,6,6,47.0,NO
54.0,1,84.0,1,33,435,209.0,YES
15.0,1,29.0,0,2,15,78.0,NO
10.0,1,36.0,0,13,21,61.0,YES
0.0,1,2.0,3,2,1,0.0,NO
5.0,2,25.0,0,7,10,33.0,NO
2.0,1,3.0,0,4,1,9.0,YES
11.0,2,27.0,0,9,28,54.0,NO
98.0,3,169.0,2,21,496,412.0,YES
2.0,1,3.0,0,3,1,9.0,NO
7.0,1,8.0,0,1,1,18.0,NO
3.0,1,9.0,0,5,6,9.0,NO
1.0,1,2.0,0,0,0,8.0,NO
19.0,1,22.0,0,5,1,37.0,NO
16.0,1,51.0,0,10,91,134.0,YES
2.0,1,3.0,0,5,1,9.0,YES
4.0,1,6.0,0,1,6,15.0,NO
29.0,1,38.0,0,12,10,90.0,NO
30.0,1,31.0,0,6,351,99.0,NO
6.0,1,20.0,0,5,15,24.0,NO
3.0,2,2.0,0,1,0,5.0,NO
0.0,1,4.0,1,2,6,0.0,NO
30.0,1,60.0,0,16,45,127.0,NO
81.0,1,182.0,1,4,66,555.0,NO
24.0,4,86.0,0,11,91,265.0,NO
3.0,2,5.0,0,2,6,9.0,NO
9.0,2,10.0,0,2,21,27.0,NO
56.0,2,105.0,0,8,66,258.0,NO
1.0,1,2.0,0,0,0,3.0,YES
14.0,1,24.0,0,1,6,54.0,NO
6.0,1,7.0,0,3,6,19.0,YES
4.0,2,17.0,0,5,1,49.0,NO
22.0,1,37.0,0,11,15,67.0,YES
0.0,1,4.0,4,7,6,0.0,NO
13.0,1,20.0,0,6,15,55.0,NO
25.0,1,22.0,0,3,45,59.0,NO
6.0,2,9.0,0,5,6,18.0,NO
27.0,1,28.0,0,6,21,105.0,NO
7.0,1,19.0,0,3,6,34.0,NO
199.0,1,470.0,0,97,2211,1115.0,YES
26.0,1,53.0,0,10,36,91.0,NO
13.0,2,23.0,0,4,78,47.0,NO
6.0,1,10.0,0,4,1,16.0,NO
7.0,1,32.0,0,4,6,73.0,YES
2.0,1,3.0,0,2,1,9.0,YES
21.0,2,22.0,2,7,21,64.0,NO
7.0,2,16.0,0,1,1,40.0,NO
3.0,2,5.0,0,2,6,9.0,NO
5.0,3,21.0,0,10,6,46.0,YES
0.0,1,1.0,4,1,0,0.0,NO
3.0,2,5.0,0,2,6,9.0,NO
11.0,1,18.0,0,6,55,35.0,NO
8.0,1,19.0,0,3,6,35.0,NO
4.0,1,8.0,0,1,0,36.0,NO
0.0,1,0.0,0,0,0,0.0,NO
19.0,1,31.0,4,8,91,63.0,NO
2.0,2,3.0,0,1,1,6.0,NO
3.0,2,4.0,0,3,3,9.0,NO
9.0,1,25.0,0,8,21,87.0,NO
2.0,1,3.0,1,1,3,5.0,NO
3.0,2,5.0,0,2,6,9.0,NO
6.0,1,7.0,0,3,15,19.0,NO
2.0,1,3.0,0,1,1,11.0,NO
10.0,1,68.0,0,12,36,134.0,YES
28.0,1,59.0,0,19,28,117.0,YES
7.0,3,12.0,3,5,21,23.0,NO
2.0,2,1.0,0,0,0,3.0,NO
1.0,2,2.0,0,0,0,3.0,NO
3.0,1,8.0,0,1,0,20.0,NO
9.0,5,17.0,0,4,15,36.0,NO
2.0,1,3.0,0,3,1,6.0,NO
1.0,1,2.0,0,0,0,3.0,NO
1.0,2,4.0,0,2,0,3.0,NO
10.0,1,14.0,0,5,45,39.0,NO
41.0,1,78.0,3,14,171,154.0,YES
26.0,1,60.0,0,29,91,108.0,NO
4.0,1,8.0,0,1,6,18.0,YES
22.0,2,31.0,0,5,78,66.0,NO
1.0,1,1.0,5,6,0,3.0,NO
9.0,3,9.0,0,4,6,34.0,NO
7.0,4,5.0,0,2,6,23.0,NO
