@RELATION jedit-4.2-PSSNET

@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
1,1,106,106,106.0,0,0,0.0,106,106,106.0,15,48,210,22.8571434,1,6.666666508,25.94594574,17.61467934,81,0.771428585,34.83333206,16.58730125,1,0,0,0,1,100,13.24324322,98,0,0,0,0,14,41,182,22.52747345,1,7.142857075,25.94594574,19.39393997,70.5,0.774725258,0,0,11.03333282,0.73555553,0.097666554,0.008510416,0.203770265,16,1738.393555,96,138.5836334,0.023666671,868.0775146,0.043243244,9.35356617,0.259459466,0.374550372,0.033474781,0.01271629,0.003409761,0.008805959,0.210067749,0.695803881,0.109335609,0.163208559,40.66666031,61.09061432,0.109613642,0.16466473,NO
1,1,0,0,0.0,9,0,9.0,-9,0,-9.0,12,40,132,30.30303001,1,8.333333015,24.59459496,19.03765678,46,0.696969688,9.333333015,7.070706844,1,0,0,0,1,100,13.24324322,98,0,0,0,0,11,33,110,30,1,9.090909004,24.59459496,21.26168251,38.5,0.699999988,0,0,7.75,0.645833313,0.124977142,0.005313824,0.220637754,13,1478.043823,91,136.1669617,0.020079741,61.64304733,0.035135135,7.952733517,0.245945945,0.368018806,0.028401332,0.000902996,0.003409478,0.008805959,0.210002184,0.695803881,0.102804072,0.163208559,38.24999619,61.09061432,0.103099719,0.16466473,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,2,50,1,50,17.56756783,59.09090805,0.5,0.5,0,0,1,0,0,0,1,100,13.24324322,98,0,0,0,0,1,0,0,0,1,100,15.94594574,98.33333588,0,0,0,0,1.5,0.75,0.518363893,9.13328E-06,0.018196721,2,263.7382202,65,107.9832687,0.003540171,0,0.005405406,1.419064641,0.175675675,0.291846663,0.005007314,0,0.003406622,0.008806169,0.209339261,0.695811152,0.065144956,0.16343379,24.31667137,61.17394638,0.065543592,0.164889351,NO
2,1,16,13,8.0,6,0,3.0,10,11,5.0,9,32,72,44.44444275,1,11.11111069,20.81081009,20.15706825,20,0.555555582,2.333333254,3.240740776,3,2,6,33.33333206,1,33.33333206,16.48648643,77.21518707,2,0.666666687,0,0,6,15,30,50,1,16.66666603,19.72973061,24.09240913,7.5,0.5,0,0,4.111111164,0.456790119,0.168245569,0.004615729,0.227374181,10,1107.63269,77,116.983345,0.014931745,0.575257063,0.027027028,5.959706783,0.208108112,0.316171199,0.021119865,8.42682E-06,0.00340907,0.008811202,0.209907487,0.695986032,0.092668936,0.170731068,34.5,63.87394333,0.092991911,0.172166958,NO
2,1,59,57,29.5,21,0,10.5,38,38,19.0,11,43,110,39.09090805,1,9.090909004,22.43243217,19.3023262,33.5,0.609090924,5.400000095,4.909090996,5,6,20,30,1,20,20.81081009,56.20438004,7,0.699999988,0,0,6,15,30,50,1,16.66666603,19.72973061,24.91467667,7.5,0.5,0,0,6.318181515,0.574380159,0.148039728,0.005620407,0.271788657,12,1317.227905,83,122.1000443,0.017809736,6.366527557,0.032432433,7.087450504,0.224324331,0.330000132,0.025190573,9.3262E-05,0.003409039,0.008852946,0.209900185,0.697428405,0.092218481,0.202602908,34.33333206,75.66662598,0.092542671,0.203953177,NO
1,1,4,4,4.0,2,0,2.0,2,2,2.0,11,40,110,36.36363602,1,9.090909004,21.08108139,18.52731514,35,0.636363626,1.583333373,1.439393997,4,3,12,25,1,25,14.59459496,66.66666412,4.5,0.75,0,0,7,13,42,30.95238113,1,14.28571415,20.5405407,22.35294151,14.5,0.690476179,0,0,5.909090996,0.53719008,0.162308201,0.009061243,0.328926355,12,1228.490112,78,118.1500244,0.01655676,1.861217022,0.032432433,6.609989643,0.21081081,0.319324404,0.023418332,2.72646E-05,0.003409101,0.008807217,0.209914774,0.695847571,0.094020285,0.16861397,34.99999619,63.09061813,0.094339609,0.170055568,NO
2,1,24,17,12.0,6,0,3.0,18,15,9.0,10,38,90,42.22222137,1,10,25.13513565,18.78787804,26,0.577777803,1.083333373,1.203703761,1,0,0,0,1,100,13.24324322,98,0,0,0,0,9,32,72,44.44444275,1,11.11111069,24.86486435,20.6741581,20,0.555555582,0,0,5.699999809,0.569999993,0.134297967,0.002700543,0.157068521,11,1611.042969,93,135.5002899,0.022016078,27.02573967,0.02972973,8.668346405,0.251351357,0.366216987,0.031140139,0.000395895,0.003409353,0.008805959,0.209973052,0.695803881,0.099425703,0.163208559,36.99999619,61.09061432,0.099730447,0.16466473,NO
1,1,1,1,1.0,1,0,1.0,0,0,0.0,7,17,42,40.47618866,1,14.28571415,21.08108139,21.66666603,12.5,0.59523809,0.916666687,2.182539701,1,0,0,0,1,100,13.24324322,98,0,0,0,0,6,13,30,43.33333206,1,16.66666603,20.5405407,24.51612854,8.5,0.566666663,0,0,4.285714149,0.612244904,0.172364131,0.001425792,0.097676307,8,1041.130615,78,116.1500168,0.014085923,0.3992441,0.021621622,5.601886749,0.21081081,0.313918978,0.019923512,5.84845E-06,0.00340907,0.008805959,0.209907487,0.695803881,0.092668936,0.163208559,34.49999619,61.09061432,0.092991903,0.16466473,NO
3,1,133,78,44.333333333333336,79,0,26.333333333333332,54,33,18.0,16,82,240,34.16666794,1,6.25,25.67567635,15.625,79,0.658333361,8.402380943,3.50099206,3,0,6,0,3,100,20.81081009,71.96261597,3,1,2,33.33333206,14,61,182,33.51648331,1,7.142857075,25.40540504,17.73584938,60.5,0.664835155,22.20000076,12.19780254,9.823529243,0.613970578,0.115334667,0.032996111,0.329975903,17,2062.820068,95,138.8336334,0.028130295,66.13237762,0.045945946,11.09916878,0.256756753,0.375226051,0.039788254,0.00096876,0.003409824,0.00885231,0.210082322,0.69740653,0.110461727,0.199449763,41.08333206,74.49996185,0.110736743,0.200808525,NO
2,1,31,24,15.5,12,0,6.0,19,19,9.5,15,72,210,34.2857132,1,6.666666508,27.02702713,16.97792816,69,0.657142878,4.066666603,1.93650794,2,0,2,0,2,100,18.91891861,85.36585236,1,1,0,0,13,54,156,34.61538315,1,7.692307472,25.40540504,18.54043388,51,0.653846145,0,0,9.433333397,0.628888845,0.109817773,0.008474697,0.276159912,16,1968.884155,100,139.5836334,0.026843123,67.66848755,0.043243244,10.59373951,0.270270258,0.377253056,0.037967641,0.000991262,0.003409636,0.008806588,0.210038602,0.695825696,0.107083343,0.165460825,39.83332825,61.9239502,0.107367463,0.166910917,NO
1,1,9,9,9.0,18,0,18.0,-9,0,-9.0,9,30,72,41.66666794,1,11.11111069,24.59459496,20.3125,21,0.583333313,0.833333313,1.157407403,1,0,0,0,1,100,13.24324322,98,0,0,0,0,8,24,56,42.8571434,1,12.5,24.32432365,22.61306572,16,0.571428597,0,0,5.166666508,0.57407409,0.144073233,0.00251623,0.137132123,9,1342.786621,91,134.6669617,0.018298274,15.91465759,0.024324324,7.224971294,0.245945945,0.363964766,0.025881575,0.000233131,0.003409321,0.008805959,0.209965765,0.695803881,0.098074354,0.163208559,36.49999619,61.09061432,0.098382741,0.16466473,NO
1,1,56,56,56.0,12,0,12.0,44,44,44.0,13,62,156,39.74359131,1,7.692307472,24.86486435,18.36327362,47,0.602564096,5.619047642,3.601953506,4,2,12,16.66666603,2,50,18.91891861,64.81481171,5,0.833333313,0,0,9,32,72,44.44444275,1,11.11111069,22.97297287,21.62849808,20,0.555555582,0,0,6.653845787,0.511834323,0.134846717,0.005625286,0.319270641,14,1595.665649,92,136.0003052,0.021630518,17.42489052,0.037837837,8.585607529,0.248648643,0.367568403,0.030594792,0.000255254,0.003409415,0.008807427,0.209987611,0.695854902,0.100101367,0.169064417,37.25,63.25728607,0.100404315,0.170504808,NO
3,1,118,77,39.333333333333336,77,0,25.666666666666668,41,31,13.666666666666666,20,104,380,27.36842155,1,5,26.48648643,14.82602119,138,0.726315796,10.10238075,2.658521414,2,1,2,50,1,50,14.59459496,84.375,0.5,0.5,0,0,18,87,306,28.43137169,1,5.555555344,26.21621704,16.24790573,109.5,0.715686262,0,0,13.44999981,0.672500014,0.093684852,0.016682126,0.35217008,21,2225.348145,98,141.5002899,0.030266358,166.4726105,0.056756757,11.97366428,0.264864862,0.382433206,0.042809557,0.002438623,0.00340995,0.008807007,0.210111469,0.695840359,0.115867138,0.166361704,43.08333206,62.25728226,0.11612758,0.167809382,NO
1,1,0,0,0.0,1,0,1.0,-1,0,-1.0,4,5,12,41.66666794,1,25,18.37837791,44.44444275,3.5,0.583333313,0,0,3,2,6,33.33333206,1,33.33333206,16.75675583,66.66666412,2,0.666666687,0,0,1,0,0,0,1,100,15.94594574,98.33333588,0,0,0,0,2.25,0.5625,0.290025234,0.001985475,0.076338142,5,432.6192017,68,109.4832458,0.005797186,0.111111112,0.013513514,2.327742338,0.183783785,0.295900673,0.008199697,1.62764E-06,0.003406622,0.008808895,0.209339261,0.695905924,0.065144956,0.171091467,24.31667137,64.00728607,0.065543592,0.172526374,NO
1,1,1,1,1.0,1,0,1.0,0,0,0.0,9,21,72,29.16666603,1,11.11111069,21.08108139,19.30693054,25.5,0.708333313,1.166666627,1.620370388,1,0,0,0,1,100,13.24324322,98,0,0,0,0,8,15,56,26.7857151,1,12.5,20.81081009,21.75141335,20.5,0.732142866,0,0,6.166666508,0.685185194,0.140716493,0.003022744,0.123508975,10,1121.587524,78,117.1500168,0.015126436,2.192300797,0.027027028,6.034791946,0.21081081,0.316621661,0.021395242,3.21146E-05,0.003409133,0.008805959,0.209922045,0.695803881,0.095371641,0.163208559,35.5,61.09061432,0.09568733,0.16466473,NO
2,1,20,17,10.0,5,0,2.5,15,14,7.5,10,36,90,40,1,10,21.62162209,19.46471977,27,0.600000024,4.233333111,4.70370388,4,3,12,25,1,25,18.10810852,62.0370369,4.5,0.75,0,0,6,15,30,50,1,16.66666603,19.72973061,24.09240913,7.5,0.5,0,0,5.599999905,0.560000002,0.148285851,0.004122446,0.214831442,11,1215.483276,80,117.9833527,0.016398935,1.942020416,0.02972973,6.540005207,0.216216221,0.318873912,0.023195099,2.84483E-05,0.00340907,0.008811202,0.209907487,0.695986032,0.092668936,0.171631977,34.50000381,64.20726776,0.092991926,0.173065409,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,7,16,42,38.09523773,1,14.28571415,21.08108139,20.6896553,13,0.619047642,0.666666687,1.587301612,1,0,0,0,1,100,13.24324322,98,0,0,0,0,6,11,30,36.66666794,1,16.66666603,20.5405407,23.2415905,9.5,0.633333325,0,0,4.5,0.642857134,0.166849732,0.001543798,0.07991077,8,1051.708862,78,116.1500168,0.014211467,0.265516996,0.021621622,5.65880394,0.21081081,0.313918978,0.020101083,3.8895E-06,0.00340907,0.008805959,0.209907487,0.695803881,0.092668936,0.163208559,34.5,61.09061813,0.092991911,0.164664745,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,7,20,42,47.61904907,1,14.28571415,20.5405407,22.02898598,11,0.523809552,0.5,1.190476179,2,1,2,50,1,50,14.32432461,85.48387146,0.5,0.5,0,0,5,10,20,50,1,20,19.72973061,25.79505348,5,0.5,0,0,3.428571224,0.489795893,0.193243057,0.00114019,0.162414685,8,965.9326172,76,115.8166809,0.013030075,0.14668563,0.021621622,5.197278023,0.205405399,0.313018054,0.018430093,2.14877E-06,0.003408944,0.008806379,0.209878355,0.695818484,0.089966245,0.165010363,33.49999619,61.75728226,0.090296485,0.166461676,NO
2,1,29,28,14.5,2,0,1.0,27,27,13.5,11,33,110,30,1,9.090909004,22.97297287,18.51851845,38.5,0.699999988,1.333333373,1.212121248,1,0,0,0,1,100,13.24324322,98,0,0,0,0,10,26,90,28.88888931,1,10,22.70270348,20.53789711,32,0.711111128,0,0,7.272727013,0.661157012,0.134052932,0.006744241,0.209496409,12,1375.587158,85,133.3336487,0.018643893,47.18905258,0.032432433,7.40145731,0.229729727,0.360361218,0.026370429,0.000691263,0.003409227,0.008805959,0.209943905,0.695803881,0.098524801,0.163208559,36.66666412,61.09061813,0.098831981,0.164664745,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,7,20,42,47.61904907,1,14.28571415,20.5405407,22.02898598,11,0.523809552,0.5,1.190476179,1,0,0,0,1,100,13.24324322,98,0,0,0,0,6,15,30,50,1,16.66666603,19.72973061,24.74576187,7.5,0.5,0,0,3.428571224,0.489795893,0.193243057,0.00114019,0.162414685,7,924.3536377,76,115.8166809,0.012476153,0.14668563,0.018918918,4.973558903,0.205405399,0.313018054,0.017646609,2.14877E-06,0.003409007,0.008805959,0.209892914,0.695803881,0.091768041,0.163208559,34.16666794,61.09061813,0.092093445,0.164664745,NO
1,1,3,3,3.0,2,0,2.0,1,1,1.0,7,19,42,45.23809433,1,14.28571415,20.81081009,22,11.5,0.547619045,1.166666627,2.777777672,1,0,0,0,1,100,13.24324322,98,0,0,0,0,6,15,30,50,1,16.66666603,20,24.66666603,7.5,0.5,0,0,4.071428299,0.581632614,0.180409744,0.00362333,0.121820748,7,948.2589111,77,115.983345,0.012816727,0.555611551,0.018918918,5.102183342,0.208108112,0.313468486,0.018128326,8.13904E-06,0.003409007,0.008805959,0.209892914,0.695803881,0.091768041,0.163208559,34.16666794,61.09061813,0.092093445,0.164664745,NO
3,1,22,18,7.333333333333333,11,0,3.6666666666666665,11,13,3.6666666666666665,16,68,240,28.33333397,1,6.25,25.13513565,15.89743614,86,0.716666639,8.649999619,3.604166746,1,0,0,0,1,100,13.24324322,98,0,0,0,0,15,61,210,29.04761887,1,6.666666508,24.86486435,17.19626236,74.5,0.709523797,0,0,10.9375,0.68359375,0.103735477,0.012829507,0.277251631,17,1954.206421,93,138.5003052,0.026626823,76.42365265,0.045945946,10.51476479,0.251351357,0.374325156,0.037661701,0.001119514,0.00340973,0.008805959,0.210060462,0.695803881,0.11001128,0.163208559,40.91666031,61.09061813,0.110287495,0.164664745,NO
3,1,112,90,37.333333333333336,21,0,7.0,91,87,30.333333333333332,19,91,342,26.60818672,1,5.263157845,24.05405426,16.51206017,125.5,0.73391813,25.08333397,7.334308147,10,9,90,10,2,20,20.27026939,39.89361572,40.5,0.899999976,0,0,9,28,72,38.88888931,1,11.11111069,21.35135078,22.50712204,22,0.611111104,0,0,12.28947353,0.646814406,0.113907591,0.05365029,0.414877027,20,1794.186279,89,127.3500824,0.024204465,56.53251266,0.054054055,9.653763771,0.240540534,0.344189405,0.034235451,0.000828133,0.003409384,0.008810992,0.209980324,0.695978701,0.099876143,0.182127148,37.16666794,68.0905838,0.100179695,0.183532566,NO
3,1,51,32,17.0,67,0,22.333333333333332,-16,9,-5.333333333333333,13,56,156,35.89743423,1,7.692307472,25.40540504,17.18464279,50,0.641025662,1.983333349,1.27136755,2,0,2,0,2,100,17.83783722,84.61538696,1,1,0,0,11,39,110,35.45454407,1,9.090909004,24.86486435,19.61620522,35.5,0.645454526,0,0,7.730769157,0.594674528,0.120961651,0.003709817,0.25098455,14,1788.361084,94,137.1669464,0.024385337,54.82556915,0.037837837,9.622420311,0.25405404,0.370721489,0.034491282,0.000803129,0.003409541,0.008806588,0.210016742,0.695825696,0.103930213,0.165460825,38.66666412,61.9239502,0.104222812,0.166910917,NO
