@RELATION camel-1.2-CKNET

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
0,1,0,0,31,0,0,31,24,930,2.580645084,13,41.93548203,34.26688766,39.77055359,453,0.974193573,29,3.118279457,30,23,870,2.643678188,13,43.33333206,33.77265167,40.67460251,423.5,0.973563194,0,0,1,0,0,0,1,100,3.130148172,100,0,0,0,0,29.95161247,0.96618104,0.040305771,0.019919459,0.101399809,31,6062.160156,208,232.2051392,0.081737369,425.6973877,0.051070839,49.62041092,0.342668861,0.382545531,0.115611553,0.002314566,0.001647446,0.005363091,0.001647447,0.694469154,0.003289468,0.272437543,2,166.0665894,0.003289474,0.273135841,NO
0,1,0,0,1,0,0,10,5,90,5.555555344,6,60,6.095551968,66.07142639,42.5,0.944444418,0,0,10,5,90,5.555555344,6,60,6.095551968,66.07142639,42.5,0.944444418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.899999976,0.156629875,0.046849664,0.219166666,10,192.0656586,37,180.9143677,0.002432692,1976.455811,0.016474465,1.572108984,0.060955521,0.298046738,0.003440866,0.010746222,0.001644737,0.00613832,0,0.733268142,0.001644731,0.179557994,1,109.7300186,0.001644737,0.180477008,NO
9,1,9,0,127,36,9,119,385,14042,2.741774559,1,0.840336144,68.20428467,22.57361031,6828.5,0.972582281,1345.866699,9.584579468,114,255,12882,1.979506254,1,0.877192974,57.00164795,24.6614399,6313.5,0.98020494,1300,10.09160042,7,8,42,19.04761887,1,14.28571415,52.88302994,55.44041443,17,0.809523821,17.5,41.66666794,113.8677673,0.956871986,0.025979083,0.184757203,0.468265206,119,18710.05469,414,316.9523315,0.251741797,18649.58398,0.196046129,153.1468201,0.682042837,0.52216202,0.356070429,0.101399973,0.00262749,0.005350233,0.374647737,0.693729401,0.08900287,0.384109229,54.40322876,233.8496399,0.089478992,0.384621114,YES
2,1,2,0,2,1,2,1,0,0,0,1,100,2.800658941,94.44444275,0,0,0,0,1,0,0,0,1,100,2.800658941,94.44444275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,191.9829865,17,172.8144836,0.002585026,0,0.001647446,1.571432352,0.028006589,0.284702599,0.003656331,0,0.001644737,0.001652884,0,0.00493692,0.001644731,0.004931509,1,3,0.001644737,0.00493421,NO
21,1,21,0,272,210,21,194,656,37442,1.752043128,1,0.515463889,74.62932587,18.72674751,18393,0.982479572,1117.442871,2.984463692,192,580,36672,1.581588149,1,0.520833313,73.1466217,19.55947113,18046,0.984184146,473.0833435,1.290039659,4,0,12,0,4,100,27.67710114,72.41379547,6,1,6,50,188.6989746,0.972675145,0.019035308,0.209753156,0.565010011,194,27736.55273,453,363.1430969,0.373057127,52453.91016,0.319604605,227.0311432,0.746293247,0.598258793,0.527662158,0.285198063,0.002627421,0.005362096,0.374631494,0.694409549,0.085708037,0.489299327,52.40323257,297.6999512,0.086189531,0.48963809,YES
9,2,23,0,40,32,240,38,98,1406,6.970128059,1,2.631578922,50.41186142,36.12751007,654,0.930298746,0,0,38,98,1406,6.970128059,1,2.631578922,50.41186142,36.12751007,654,0.930298746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.68421173,0.912742376,0.046392854,0.060064662,0.26783213,39,9026.628906,306,255.0886993,0.121773116,630.8700562,0.06425041,73.88538361,0.504118621,0.420244962,0.172239199,0.003430114,0.001644737,0.005377773,0,0.69530642,0.001644731,0.335644245,1,204.4330444,0.001644737,0.336238563,YES
3,5,10,0,4,0,34,4,4,12,33.33333206,2,50,39.37397003,71.55688477,4,0.666666687,1,8.333333015,1,0,0,0,1,100,1.976935744,92.30769348,0,0,0,0,3,2,6,33.33333206,2,66.66666412,38.55024719,72.89719391,2,0.666666687,0,0,2.75,0.6875,0.278797776,0.002835538,0.054986868,5,1975.426514,239,226.8387146,0.026621459,62.05843353,0.008237232,16.16939735,0.3937397,0.373704642,0.037654113,0.000337419,0.002631784,0.001647446,0.375671983,0.001647447,0.071273342,0.003289468,43.64283752,2,0.07178098,0.003289474,NO
1,1,1,0,104,0,1,59,123,3422,3.5943892,1,1.694915295,53.54201126,41.08723068,1649.5,0.964056134,15.83333302,0.46269238,58,91,3306,2.752571106,5,8.620689392,32.61943817,33.1658287,1607.5,0.972474277,0,0,1,0,0,0,1,100,31.96046066,100,0,0,0,0,55.81356049,0.945992529,0.041083068,0.125773206,0.41077432,59,7085.750977,325,270.6724243,0.094985776,5539.598633,0.097199343,57.99877548,0.53542012,0.445918322,0.134350464,0.030119445,0.002624854,0.005333029,0.374019116,0.692737699,0.068722501,0.280820757,42.09282684,171.1535645,0.069231622,0.281502575,NO
2,5,7,0,3,0,25,3,2,6,33.33333206,1,33.33333206,26.68863297,88.52458954,2,0.666666687,0,0,1,0,0,0,1,100,2.306425095,93.33333588,0,0,0,0,2,0,2,0,2,100,25.86491013,93.45237732,1,1,0,0,1.833333254,0.611111104,0.372676224,0.00065843,0.057176594,4,1228.505859,162,209.2231903,0.016552631,13.99384117,0.006589786,10.05565071,0.266886324,0.344684005,0.02341249,7.60862E-05,0.002625013,0.005250819,0.374057055,0.687909186,0.071481995,0.100726888,43.76783752,61.83700943,0.071986578,0.101705611,YES
1,1,1,0,1,0,1,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,171.8033142,22,176.3811493,0.002305099,0,0.001647446,1.406256318,0.036243822,0.290578514,0.003260394,0,0.001644737,0.00526576,0,0.688800633,0.001644731,0.094212867,1,57.88464355,0.001644737,0.095205009,NO
0,1,0,0,1,0,0,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,171.8034821,22,176.3811493,0.002305099,0,0.001647446,1.406257629,0.036243822,0.290578514,0.003260394,0,0.001644737,0.00526576,0,0.688800633,0.001644731,0.094212867,1,57.88464355,0.001644737,0.095205009,NO
4,5,13,0,1,0,47,1,0,0,0,1,100,8.072487831,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,8.072487831,100,0,0,0,0,1,1,1,1,0,2,206.5887451,49,174.0569763,0.002750596,0,0.003294893,1.690984368,0.08072488,0.286749542,0.003890517,0,0.001647446,0.001644737,0.001647447,0,0.003289468,0.001644731,2,1,0.003289474,0.001644737,YES
2,5,10,0,5,0,27,5,8,20,40,1,20,34.43162918,66.77316284,6,0.600000024,0.5,2.5,1,0,0,0,1,100,4.118616104,96.15384674,0,0,0,0,4,5,12,41.66666794,1,25,33.77265167,71.42857361,3.5,0.583333313,0,0,2.599999905,0.519999981,0.293610364,0.01017271,0.206696987,6,2033.783325,209,220.5054932,0.027417313,12.82298565,0.009884679,16.6470623,0.344316304,0.363270998,0.038779791,6.97201E-05,0.002625171,0.005266263,0.374094993,0.688827693,0.073317043,0.123360485,44.88172531,75.57540131,0.073818624,0.12430165,YES
3,5,10,0,4,0,37,4,5,12,41.66666794,1,25,32.7841835,84.6808548,3.5,0.583333313,0.5,4.166666508,1,0,0,0,1,100,4.118616104,96.15384674,0,0,0,0,3,3,6,50,1,33.33333206,32.12520599,93.30143738,1.5,0.5,0,0,1.875,0.46875,0.383556604,0.005485776,0.236326531,5,1571.606689,199,217.9555206,0.021184672,2.10897994,0.008237232,12.86402321,0.327841848,0.359070063,0.029964175,1.14668E-05,0.00262516,0.005266263,0.374092281,0.688827693,0.072493345,0.123360485,44.3817215,75.57540131,0.072996251,0.12430165,YES
15,1,15,0,102,105,15,78,162,6006,2.69730258,1,1.282051325,53.87149811,33.67662048,2922,0.973026991,7.5,0.124875128,78,162,6006,2.69730258,1,1.282051325,53.87149811,33.67662048,2922,0.973026991,7.5,0.124875128,1,0,0,0,1,100,31.96046066,100,0,0,0,0,74.56961823,0.956020772,0.03710679,0.298444986,0.36205098,78,10889.20117,327,279.9223938,0.146409616,9513.331055,0.128500819,89.13103485,0.538715005,0.461157143,0.207085744,0.051725093,0.002624831,0.005349196,0.374013692,0.693669796,0.068310641,0.35862878,41.84282684,218.3830109,0.068820439,0.359182596,YES
2,1,2,0,1,1,2,1,0,0,0,1,100,2.800658941,94.44444275,0,0,0,0,1,0,0,0,1,100,2.800658941,94.44444275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,191.9831543,17,172.8144836,0.002585026,0,0.001647446,1.571433663,0.028006589,0.284702599,0.003656331,0,0.001644737,0.001652884,0,0.00493692,0.001644731,0.004931509,1,3,0.001644737,0.00493421,NO
2,5,6,0,8,0,21,8,4,56,7.142857075,5,62.5,24.87644196,75.12437439,26,0.928571403,7,12.5,7,4,42,9.523809433,4,57.1428566,17.95716667,71.71052551,19,0.90476191,0,0,1,0,0,0,1,100,8.072487831,100,0,0,0,0,7.3125,0.9140625,0.136889502,0.001915768,0.045437079,9,1611.885986,151,212.1234283,0.021660896,74.46179199,0.014827018,13.19371986,0.248764411,0.349462003,0.03063776,0.000404857,0.001647446,0.005341805,0.001647447,0.69324708,0.003289468,0.197785035,2,120.7526398,0.003289474,0.198606312,YES
2,5,6,0,2,0,21,2,0,2,0,2,100,9.225700378,96.55172729,1,1,1,50,1,0,0,0,1,100,1.317957163,88.8888855,0,0,0,0,1,0,0,0,1,100,8.072487831,100,0,0,0,0,2,1,0.5,0,0,3,259.6624146,56,178.6569366,0.00345099,10.53902912,0.004942339,2.125406742,0.092257001,0.294327736,0.004881174,5.73019E-05,0.001647446,0.005308728,0.001647447,0.691328704,0.003289468,0.123848177,2,75.87306213,0.003289474,0.12479122,NO
5,5,13,0,5,6,67,5,8,20,40,1,20,32.7841835,82.91666412,6,0.600000024,0.333333343,1.666666627,3,2,6,33.33333206,1,33.33333206,4.283360958,70.2702713,2,0.666666687,0,0,2,1,2,50,1,50,32.12520599,96.05911255,0.5,0.5,0,0,2.199999809,0.439999968,0.383245885,0.019855855,0.373081625,6,1655.233154,199,218.4555054,0.022304166,2.35897994,0.009884679,13.54852772,0.327841848,0.359893739,0.031547617,1.2826E-05,0.002625081,0.005266903,0.374073297,0.688865662,0.071051814,0.126243487,43.50672531,77.32538605,0.071557112,0.127179906,YES
3,5,9,0,1,0,33,1,0,0,0,1,100,8.072487831,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,8.072487831,100,0,0,0,0,1,1,1,1,0,2,206.5886993,49,174.0569763,0.002750596,0,0.003294893,1.690984011,0.08072488,0.286749542,0.003890517,0,0.001647446,0.001644737,0.001647447,0,0.003289468,0.001644731,2,1,0.003289474,0.001644737,YES
3,1,3,0,12,3,3,12,20,132,15.15151501,2,16.66666603,47.11697006,59.45946121,56,0.848484874,5.5,4.166666508,10,9,90,10,2,20,25.53541946,60.546875,40.5,0.899999976,0,0,2,0,2,0,2,100,33.937397,91.55555725,1,1,0,0,9.666666985,0.805555522,0.11138761,0.022852303,0.140671209,12,3800.403076,286,238.4554291,0.051283669,141.4777985,0.019769358,31.10732079,0.47116968,0.392842561,0.072537012,0.000769231,0.002624899,0.005332045,0.374029964,0.692680836,0.070232667,0.248320907,43.0094986,151.4261932,0.070739307,0.249056235,NO
2,1,2,0,31,1,2,27,39,702,5.555555344,3,11.11111069,20.59308052,38.69969177,331.5,0.944444418,0,0,27,39,702,5.555555344,3,11.11111069,20.59308052,38.69969177,331.5,0.944444418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.55555534,0.909465015,0.063246392,0.028189834,0.278729409,27,2574.175537,125,214.664444,0.034385342,1393.126587,0.044481054,21.07031822,0.205930814,0.353648186,0.048635561,0.007574592,0.001644737,0.00538555,0,0.695750773,0.001644731,0.243280828,1,148.3701782,0.001644737,0.244029894,NO
1,1,1,0,188,0,1,155,465,23870,1.948051929,1,0.645161271,69.02800751,21.18301392,11702.5,0.980519474,31.8777771,0.133547455,154,378,23562,1.604278088,6,3.896103859,63.42668915,21.58071709,11592,0.983957231,0,0,1,0,0,0,1,100,31.96046066,100,0,0,0,0,150.8032227,0.972924054,0.021841379,0.224505618,0.498615742,155,22950.41406,419,336.259491,0.308737308,27006.72852,0.255354196,187.8553009,0.69028008,0.553969502,0.436686426,0.14683874,0.002624854,0.005350233,0.374019116,0.693729401,0.068722501,0.41703105,42.09282684,253.8331909,0.069231622,0.417488813,NO
4,1,4,0,38,6,4,38,106,1406,7.53911829,2,5.263157845,56.67215729,35.28205109,650,0.924608827,63.33333206,4.504504681,34,31,1122,2.762923241,16,47.05882263,34.92586517,37.32394409,545.5,0.972370744,15,1.336898446,5,5,20,25,2,40,52.0593071,60.07604599,7.5,0.75,1,5,33.53845978,0.882591069,0.049443007,0.120844223,0.247385293,38,9530.530273,344,261.5056763,0.128592432,825.5298462,0.062602967,78.00994873,0.566721559,0.430816591,0.181884632,0.004488502,0.00262499,0.005334857,0.37405166,0.692843378,0.073802046,0.275872409,45.17617035,168.1499481,0.074302912,0.276562423,NO
27,1,27,0,6,351,27,6,9,30,30,2,33.33333206,52.55354309,58.53210831,10.5,0.699999988,1,3.333333254,1,0,0,0,1,100,2.965403557,94.73683929,0,0,0,0,5,5,20,25,2,40,52.0593071,60.07604599,7.5,0.75,0,0,3.666666508,0.611111104,0.188268527,0.001040372,0.062331744,6,3595.959961,319,240.2889252,0.048558831,34.57407761,0.009884679,29.43389893,0.525535405,0.395863146,0.068682931,0.000187983,0.002631887,0.001669399,0.375696391,0.014797213,0.074622847,0.009033911,45.67617416,5.5,0.075125284,0.009046053,YES
0,1,0,0,1,0,0,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,171.8036499,22,176.3811493,0.002305099,0,0.001647446,1.40625906,0.036243822,0.290578514,0.003260394,0,0.001644737,0.00526576,0,0.688800633,0.001644731,0.094212867,1,57.88464355,0.001644737,0.095205009,NO
1,1,1,0,1,0,1,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,1,0,0,0,1,100,3.624382257,95.6521759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,171.8036346,22,176.3811493,0.002305099,0,0.001647446,1.406258941,0.036243822,0.290578514,0.003260394,0,0.001644737,0.00526576,0,0.688800633,0.001644731,0.094212867,1,57.88464355,0.001644737,0.095205009,NO
2,5,7,0,2,0,25,2,1,2,50,1,50,12.68533802,91.66666412,0.5,0.5,0,0,1,0,0,0,1,100,5.601317883,97.14286041,0,0,0,0,1,0,0,0,1,100,8.072487831,100,0,0,0,0,1.25,0.625,0.524797976,4.58801E-05,0.024489796,3,460.5209351,77,189.6400452,0.006163892,0,0.004942339,3.769487619,0.126853377,0.312421829,0.008718376,0,0.001647446,0.005328254,0.001647447,0.692464054,0.003289468,0.149951339,2,91.71765137,0.003289474,0.150851399,NO
11,1,16,3,12,41,91,11,22,110,20,1,9.090909004,28.00658989,61.37184143,44,0.800000012,2.5,2.272727251,9,7,72,9.722222328,4,44.44444275,12.35584831,53.95683289,32.5,0.902777791,0,0,2,0,2,0,2,100,20.59308052,90.57971191,1,1,0,0,8.045454025,0.73140496,0.15186204,0.025890876,0.273351252,12,2155.598389,170,215.2898712,0.02897015,112.2073822,0.019769358,17.64415169,0.280065894,0.354678541,0.040976167,0.000610085,0.002624956,0.005307429,0.374043524,0.691250086,0.071138777,0.173869833,43.55950165,106.2345123,0.071643919,0.174727812,YES
4,4,8,15,49,6,21,49,23,2352,0.977891147,30,61.22449112,46.7874794,51.35623932,1164.5,0.990221083,0,0,49,23,2352,0.977891147,30,61.22449112,46.7874794,51.35623932,1164.5,0.990221083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.18367386,0.983340263,0.025165346,0.018644223,0.092927322,49,4829.125488,284,259.8018188,0.064613603,8219.237305,0.08072488,39.52769089,0.467874795,0.428009599,0.091391236,0.044688955,0.001644737,0.006509942,0,0.748585582,0.001644731,0.308120966,1,187.7807465,0.001644737,0.308849901,YES
