@RELATION ant-1.5-CKNET

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
2,5,7,0,1,0,20,1,0,0,0,1,100,5.802047729,94.44444275,0,0,0,0,1,0,0,0,1,100,5.802047729,94.44444275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,190.8346252,17,91.85951233,0.003082435,0,0.006825938,0.910678208,0.058020476,0.313513696,0.00435988,0,0.00340136,0.003412969,0,0.003412969,0.003401351,0.006802747,1,2,0.00340136,0.006802721,YES
14,1,14,0,5,91,14,5,8,20,40,1,20,23.89078522,51.09489059,6,0.600000024,0,0,5,8,20,40,1,20,23.89078522,51.09489059,6,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799999952,0.359999985,0.268018365,0.000756405,0.15727213,5,1031.417969,70,106.3000641,0.016742524,2.128035307,0.017064847,4.922009945,0.238907844,0.36279884,0.02368108,4.9746E-05,0.00340136,0.011323672,0,0.702038527,0.003401351,0.2027504,1,60.1166687,0.00340136,0.204478458,NO
24,1,78,0,25,218,1203,12,30,132,22.72727203,1,8.333333015,67.57678986,37.07865143,51,0.772727251,28.5,21.59090996,4,3,12,25,2,50,7.167235374,44.68085098,4.5,0.75,0,0,8,13,56,23.2142849,1,12.5,67.23549652,40.45174408,21.5,0.767857134,0,0,8.625,0.71875,0.141613051,0.040678117,0.272576272,13,3504.782715,198,133.3167419,0.05693613,32.26036072,0.044368602,16.72510529,0.675767899,0.455005944,0.080532007,0.000754134,0.004885287,0.011290074,0.30479905,0.701133013,0.120961241,0.23336482,35.751194,69.08328247,0.121602699,0.234977156,NO
5,1,10,0,69,8,69,67,170,4422,3.844414234,1,1.49253726,75.08532715,21.50537682,2126,0.961555839,0,0,67,170,4422,3.844414234,1,1.49253726,75.08532715,21.50537682,2126,0.961555839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.55970001,0.933726907,0.055798329,0.415365756,0.356656909,68,11130.44043,220,165.4498901,0.180634201,1190.196167,0.232081905,53.11536026,0.75085324,0.564675391,0.255493909,0.027822623,0.00340136,0.015210507,0,0.779039264,0.003401351,0.477705568,1,140.7499695,0.00340136,0.478741407,NO
19,1,103,0,12,133,1720,12,21,132,15.909091,1,8.333333015,68.60068512,50.75757599,55.5,0.840909064,10,7.575757504,1,0,0,0,1,100,0.682593882,66.66666412,0,0,0,0,12,21,132,15.909091,1,8.333333015,68.60068512,50.75757599,55.5,0.840909064,10,7.575757504,9.461538315,0.788461506,0.151320904,0.078408107,0.284908772,13,2406.676514,201,133.8167267,0.039002493,136.737793,0.044368602,11.4848547,0.686006844,0.456712365,0.055166185,0.003196451,0.005052682,0.003412969,0.327946872,0.003412969,0.125715062,0.006802758,37.16788101,2,0.126421362,0.006802721,YES
4,2,16,0,4,0,59,4,4,12,33.33333206,1,25,11.26279831,56.89655304,4,0.666666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.33333206,1,25,11.26279831,56.89655304,4,0.666666687,0,0,2.5,0.625,0.327394783,0.002379083,0.143422753,5,401.9498901,33,96.50955963,0.006465237,0.639832377,0.017064847,1.918137312,0.112627983,0.329384148,0.009144606,1.4957E-05,0.004993779,0.00340136,0.319983304,0,0.087364174,0.003401351,25.92420006,1,0.088177554,0.00340136,NO
3,1,17,0,3,0,196,3,1,6,16.66666603,2,66.66666412,46.41638184,73.1182785,2.5,0.833333313,2,33.33333206,2,1,2,50,1,50,44.70989609,76.60818481,0.5,0.5,0,0,1,0,0,0,1,100,4.778157234,93.33333588,0,0,0,0,2.5,0.833333313,0.340339541,0.000176716,0.010405644,4,1196.011963,136,117.9834671,0.019436521,0.900903285,0.013651877,5.707465649,0.46416381,0.40267396,0.027491543,2.106E-05,0.003448114,0.011489745,0.013605442,0.706380129,0.011318499,0.307585508,3.333333254,90.83333588,0.011337868,0.308956921,NO
91,1,212,0,157,3687,2452,127,595,16002,3.718285322,1,0.787401557,90.10238647,13.65046501,7703.5,0.962817132,3497.911133,21.85921288,119,451,14042,3.211793184,1,0.840336144,87.71331024,15.12654495,6795.5,0.967882097,2631.883301,18.74293709,16,29,240,12.08333302,2,12.5,67.91809082,36.78373337,105.5,0.879166663,140.1666718,58.40277863,117.8592606,0.928025663,0.040717732,0.335125893,0.626408994,128,19621.10352,264,203.1999054,0.318204343,7594.682617,0.436860055,93.63349152,0.901023865,0.693515062,0.450076878,0.177537113,0.004885939,0.011448443,0.304891914,0.70530057,0.133219495,0.549633384,39.3428688,161.7499695,0.133819282,0.550169945,NO
5,1,7,10,98,0,33,93,321,8556,3.751753092,1,1.075268865,85.32423401,17.66784477,4117.5,0.962482452,80.80000305,0.944366515,93,321,8556,3.751753092,1,1.075268865,85.32423401,17.66784477,4117.5,0.962482452,80.80000305,0.944366515,1,0,0,0,1,100,43.3447113,99.21875,0,0,0,0,86.35106659,0.928506076,0.041161992,0.351586908,0.442433745,94,15404.35645,250,183.5332336,0.249999359,2763.017334,0.32081911,73.51083374,0.853242338,0.626393318,0.353605896,0.064589679,0.004878698,0.011428794,0.303858757,0.704789758,0.088822655,0.495310187,26.33452988,145.8332825,0.089573234,0.496031582,NO
13,1,66,1,15,78,476,12,27,132,20.45454597,1,8.333333015,66.89419556,47.45762634,52.5,0.795454562,35.33333206,26.76767731,7,8,42,19.04761887,1,14.28571415,46.41638184,66.34146118,17,0.809523821,11,26.19047546,7,13,42,30.95238113,1,14.28571415,66.21160126,55.42856979,14.5,0.690476179,9.333333015,22.22222137,8.214285851,0.684523821,0.158361211,0.133820146,0.272053629,13,2910.984131,196,132.9834137,0.047258187,22.08137131,0.044368602,13.89145088,0.668941975,0.4538683,0.066843264,0.000516185,0.004883008,0.011360112,0.304473996,0.702990413,0.112087481,0.312830359,33.15119934,92.36669159,0.11275918,0.314172417,NO
11,1,32,0,12,27,190,8,27,56,48.2142868,1,12.5,68.60068512,42.13836288,14.5,0.517857134,4,7.142857075,5,9,20,45,1,20,39.93173981,72.22222137,5.5,0.550000012,0,0,4,7,12,58.33333206,1,25,68.25938416,46.72897339,2.5,0.416666657,0.5,4.166666508,3.833333254,0.479166657,0.225616634,0.09614338,0.282068491,9,2974.519043,201,131.8167419,0.04834253,2.07734108,0.030716723,14.19464493,0.686006844,0.449886501,0.068376988,4.8561E-05,0.004879673,0.011341204,0.303998053,0.702491224,0.098208122,0.296334445,29.08453178,87.53339386,0.098926976,0.297732621,NO
22,1,49,0,19,125,382,15,47,210,22.38095284,1,6.666666508,70.30716705,37.86764526,81.5,0.77619046,19.5,9.285714149,12,29,132,21.96969604,1,8.333333015,59.04436874,48.73239517,51.5,0.780303001,2.5,1.893939376,5,9,20,45,1,20,68.25938416,46.5116272,5.5,0.550000012,3.5,17.5,10,0.666666687,0.144187629,0.122106299,0.361595988,16,3583.180176,206,136.1500549,0.058153868,168.6160126,0.054607507,17.09922409,0.703071654,0.464675963,0.08225441,0.003941652,0.004879348,0.011381293,0.303951621,0.703547657,0.097923465,0.344969273,29.00119781,101.7833862,0.098643526,0.346201986,NO
23,2,37,52,117,179,255,112,429,12432,3.450772285,4,3.571428537,85.32423401,15.71338749,6001.5,0.965492249,496.0499878,3.990106106,109,200,11772,1.698946595,11,10.09174347,78.83959198,18.40637398,5786,0.98301053,430.5666809,3.657548904,7,16,42,38.09523773,1,14.28571415,66.89419556,39.12175751,13,0.619047642,8.5,20.23809433,104.7629318,0.93538332,0.049315818,0.403186411,0.558787584,113,16904.14453,250,193.1165771,0.27414915,5280.251465,0.385665536,80.66793823,0.853242338,0.65910095,0.387764007,0.123433806,0.004879755,0.011428794,0.304009646,0.704789758,0.102474071,0.515333056,30.33453369,151.6999664,0.103178687,0.515986264,NO
6,3,24,0,7,9,231,7,22,42,52.38095093,1,14.28571415,68.60068512,36.67883301,10,0.476190478,0.666666687,1.587301612,4,7,12,58.33333206,1,25,44.70989609,78.44311523,2.5,0.416666657,0,0,4,7,12,58.33333206,1,25,68.60068512,39.48919296,2.5,0.416666657,0,0,3.3125,0.473214298,0.224434555,0.090466842,0.204114288,8,3311.283203,201,131.3167419,0.053849433,1.11635232,0.027303753,15.80171013,0.686006844,0.44818002,0.076166101,2.60964E-05,0.004879186,0.011358351,0.303928405,0.702943981,0.095648512,0.307142019,28.33452988,90.70001221,0.09637595,0.308503449,YES
1,1,1,0,9,0,1,6,10,30,33.33333206,1,16.66666603,40.27303696,70.23809814,10,0.666666687,0,0,5,3,20,15,3,60,8.19112587,43.63636398,8.5,0.850000024,0,0,1,0,0,0,1,100,38.22525787,99.11504364,0,0,0,0,4.166666508,0.694444418,0.250442982,0.04702948,0.201654121,6,1259.782227,118,115.1668854,0.020455426,1.872532845,0.020477816,6.011782169,0.402730376,0.393061042,0.028932709,4.37733E-05,0.004872614,0.011294426,0.302988082,0.701249123,0.074964859,0.23893936,22.27419472,70.71662903,0.07576257,0.240532756,NO
13,3,43,0,12,36,424,11,39,110,35.45454407,1,9.090909004,68.94197845,31.41524124,35.5,0.645454526,9.166666985,8.333333015,2,1,2,50,1,50,39.24914551,90.55117798,0.5,0.5,0,0,10,29,90,32.22222137,1,10,68.94197845,32.11446762,30.5,0.677777767,9.166666985,10.18518543,6.375,0.579545438,0.175420254,0.087591343,0.323792368,12,4039.535645,202,133.4833984,0.065666966,22.07624245,0.040955633,19.27698898,0.689419806,0.455574751,0.092881143,0.000516065,0.004882927,0.01133857,0.304462403,0.702421606,0.115216069,0.289792955,34.06787491,85.61671448,0.115877129,0.291213304,NO
15,1,69,0,12,39,614,10,21,90,23.33333397,2,20,70.30716705,37.59123993,34.5,0.766666651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,90,23.33333397,2,20,70.30716705,37.59123993,34.5,0.766666651,0,0,7.150000095,0.714999974,0.138784692,0.010669488,0.170891687,11,3138.017822,206,133.6500549,0.050953217,403.9525452,0.037542664,14.9748745,0.703071654,0.456143528,0.072069615,0.009442997,0.005026419,0.00340136,0.32441783,0,0.116625376,0.003401351,34.50120926,1,0.117351055,0.00340136,YES
10,3,21,4,16,23,149,16,16,240,6.666666508,3,18.75,51.19453812,58.59375,112,0.933333337,35,14.58333302,14,9,182,4.945055008,5,35.7142868,10.23890781,30.30303001,86.5,0.950549424,0,0,2,2,2,100,1,50,45.73378754,85.35031891,0,0,0,0,14.375,0.8984375,0.100147657,0.092922233,0.199268177,17,1311.553833,150,126.9834976,0.021036895,685.4319458,0.058020476,6.258840561,0.511945367,0.433390766,0.029755156,0.016023001,0.004881056,0.011223474,0.304195404,0.699345291,0.096871585,0.212578461,28.69287109,62.99288177,0.097594798,0.214261502,NO
4,4,7,9,12,4,22,12,19,132,14.39393902,1,8.333333015,10.92150211,31.68316841,56.5,0.856060624,9,6.818181992,9,0,72,0,9,100,5.802047729,29.3103447,36,1,0,0,3,1,6,16.66666603,2,66.66666412,9.215017319,62.79069901,2.5,0.833333313,0,0,8.833333015,0.736111104,0.194903448,0.163578868,0.390393585,13,241.2462921,32,95.35951233,0.003644848,20.05764389,0.044368602,1.151246786,0.109215014,0.325459093,0.005155372,0.000468878,0.00487464,0.011054101,0.303278327,0.694701791,0.079891972,0.14560017,23.71783638,43.36825943,0.080672912,0.14751108,NO
1,1,1,0,13,0,1,13,0,156,0,13,100,10.23890781,34.8837204,78,1,0,0,13,0,156,0,13,100,10.23890781,34.8837204,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0.076923095,-5.42828E-08,0,13,317.8143311,30,100.0595398,0.00492142,29.44172668,0.044368602,1.516635656,0.102389075,0.341500133,0.00696099,0.000688245,0.00340136,0.011348671,0,0.702700198,0.003401351,0.211144775,1,62.57621384,0.00340136,0.212844267,NO
5,4,20,0,3,4,168,3,0,6,0,3,100,8.873720169,49.05660248,3,1,2,33.33333206,1,0,0,0,1,100,7.508532524,95.6521759,0,0,0,0,2,0,2,0,2,100,5.802047729,56.66666794,1,1,0,0,3,1,0.333333343,4.06909E-08,0,4,205.5012207,26,94.47620392,0.00326007,0.4748348,0.013651877,0.980668426,0.088737205,0.322444379,0.004611132,1.11E-05,0.004874316,0.011122077,0.303231865,0.696582377,0.07721848,0.146509007,22.93450356,43.63457108,0.078008518,0.148416907,NO
4,4,13,0,4,0,87,4,2,12,16.66666603,2,50,47.44027328,76.795578,5,0.833333313,2,16.66666603,1,0,0,0,1,100,7.508532524,95.6521759,0,0,0,0,3,1,6,16.66666603,2,66.66666412,47.44027328,87.97468567,2.5,0.833333313,0,0,3.25,0.8125,0.266081393,0.002752032,0.030692339,5,961.7261963,139,118.98349,0.015571199,34.23706055,0.017064847,4.589435101,0.474402726,0.406087011,0.022024328,0.000800343,0.00487943,0.011122077,0.303963214,0.696582377,0.09496592,0.146509007,28.13453102,43.63457108,0.095695682,0.148416907,NO
7,5,18,0,5,0,113,5,2,20,10,3,60,11.94539261,40.2298851,9,0.899999976,4,20,1,0,0,0,1,100,7.508532524,95.6521759,0,0,0,0,4,2,12,16.66666603,2,50,9.215017319,42.1875,5,0.833333313,0,0,4.199999809,0.839999974,0.223395154,0.002427822,0.055833332,6,255.8940735,35,97.22619629,0.00402458,4.910208225,0.020477816,1.22114718,0.119453922,0.331830025,0.005692475,0.000114783,0.004875127,0.011122077,0.303347975,0.696582377,0.08347559,0.146509007,24.76783752,43.63457108,0.084244348,0.148416907,NO
8,5,26,0,6,0,167,5,2,20,10,3,60,11.94539261,40.2298851,9,0.899999976,4,20,1,0,0,0,1,100,7.508532524,95.6521759,0,0,0,0,4,2,12,16.66666603,2,50,9.215017319,42.1875,5,0.833333313,0,0,4.199999809,0.839999974,0.223395154,0.002427822,0.055833332,6,255.894165,35,97.22619629,0.00402458,4.910208225,0.020477816,1.221147537,0.119453922,0.331830025,0.005692475,0.000114783,0.004875127,0.011122077,0.303347975,0.696582377,0.08347559,0.146509007,24.76783752,43.63457108,0.084244348,0.148416907,NO
8,5,29,0,9,0,179,9,8,72,11.11111069,2,22.22222137,50.17064667,62.28813553,32,0.888888896,7,9.722222328,1,0,0,0,1,100,7.508532524,95.6521759,0,0,0,0,8,7,56,12.5,2,25,50.17064667,69.01408386,24.5,0.875,0,0,7.388888836,0.820987642,0.152127534,0.010515368,0.163339764,10,1190.904053,147,122.8168106,0.01919882,180.3047485,0.034129694,5.68309021,0.501706481,0.419169992,0.027155332,0.004214894,0.00488252,0.011122077,0.304404348,0.696582377,0.113107294,0.146509007,33.45000839,43.63457108,0.113775536,0.148416907,NO
7,5,22,0,5,0,150,5,2,20,10,3,60,11.94539261,40.2298851,9,0.899999976,4,20,1,0,0,0,1,100,7.508532524,95.6521759,0,0,0,0,4,2,12,16.66666603,2,50,9.215017319,42.1875,5,0.833333313,0,0,4.199999809,0.839999974,0.223395154,0.002427822,0.055833332,6,255.8941956,35,97.22619629,0.00402458,4.910208225,0.020477816,1.221147776,0.119453922,0.331830025,0.005692475,0.000114783,0.004875127,0.011122077,0.303347975,0.696582377,0.08347559,0.146509007,24.76783752,43.63457108,0.084244348,0.148416907,NO
12,5,37,0,6,0,308,5,2,20,10,3,60,11.94539261,40.2298851,9,0.899999976,4,20,1,0,0,0,1,100,7.508532524,95.6521759,0,0,0,0,4,2,12,16.66666603,2,50,9.215017319,42.1875,5,0.833333313,0,0,4.199999809,0.839999974,0.223395154,0.002427822,0.055833332,6,255.8941956,35,97.22619629,0.00402458,4.910208225,0.020477816,1.221147776,0.119453922,0.331830025,0.005692475,0.000114783,0.004875127,0.011122077,0.303347975,0.696582377,0.08347559,0.146509007,24.76783752,43.63457108,0.084244348,0.148416907,NO
6,2,15,0,1,0,45,1,0,0,0,1,100,2.730375528,88.8888855,0,0,0,0,1,0,0,0,1,100,2.730375528,88.8888855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,140.44841,8,90.72618103,0.002261314,0,0.006825938,0.670231164,0.027303753,0.309645683,0.003198464,0,0.00340136,0.003412969,0,0.003412969,0.003401351,0.006802746,1,2,0.00340136,0.006802721,NO
