@RELATION Eclipse_JDT_Core-NETmetrics

@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
15,59,210,28.09523773,1,6.666666508,28.91566277,20.9759655,75.5,0.719047606,22.66666603,10.79365063,11,17,110,15.45454502,1,9.090909004,27.61044121,26.16555595,46.5,0.845454574,35.5,32.27272797,8,24,56,42.8571434,1,12.5,16.96787071,25,16,0.571428597,7.833333492,13.98809528,10.7587719,0.71725148,0.087069079,0.076099776,0.086291149,15,1208.744751,288,372.151001,0.005918947,49.68830872,0.015060241,6.141445637,0.289156616,0.373645574,0.008371918,0.000100277,0.021309827,0.002014738,0.953891754,0.502669632,0.271156222,0.162416205,271.0284424,162.2712402,0.27184397,0.162759513,NO
7,11,42,26.19047546,1,14.28571415,3.714859486,38.94736862,15.5,0.738095224,7,16.66666603,4,0,12,0,4,100,1.405622482,58.33333206,6,1,0,0,3,2,6,33.33333206,1,33.33333206,3.714859486,52.11267471,2,0.666666687,0,0,3.857142687,0.551020384,0.28911078,0.071215041,0.37436223,7,10.8420372,37,244.4491425,9.54133E-06,2.872084856,0.007028113,0.055086717,0.037148595,0.245430872,1.34955E-05,5.79622E-06,0.001007048,0.002058034,0.004015057,0.513154924,0.004512936,0.084631212,4.5,84.80963898,0.004513541,0.085064836,NO
13,43,156,27.56410217,1,7.692307472,46.08433914,35.74766541,56.5,0.724358976,6,3.846153736,1,0,0,0,1,100,5.923694611,100,0,0,0,0,12,40,132,30.30303001,1,8.333333015,45.48192596,36.97959137,46,0.696969688,0,0,9.739743233,0.749211013,0.09654557,0.004550533,0.11704687,13,3914.200928,459,408.9512024,0.019978732,54.02659607,0.013052209,19.88745117,0.460843384,0.410593569,0.028258462,0.000109032,0.001354262,0.00201559,0.259629279,0.502881169,0.111517653,0.101431549,111.3334274,101.5319519,0.11166843,0.101837464,NO
20,129,380,33.94736862,1,5,35.14056396,21.73913002,125.5,0.660526335,7.704761982,2.027568817,4,0,12,0,4,100,3.714859486,37,6,1,0,0,16,86,240,35.83333206,1,6.25,35.14056396,23.17880821,77,0.641666651,0,0,13.91990757,0.69599539,0.086431079,0.027305616,0.284983635,20,5554.555176,350,385.0009155,0.028377879,19.71094131,0.020080321,28.221838,0.351405621,0.386547118,0.040138442,3.97791E-05,0.001350644,0.007879123,0.257643402,0.873579621,0.115201004,0.215083107,115.0000839,215.0992889,0.115346119,0.215746522,NO
2,1,2,50,1,50,1.506024122,83.33333588,0.5,0.5,0,0,1,0,0,0,1,100,0.803212881,100,0,0,0,0,1,0,0,0,1,100,1.004016042,100,0,0,0,0,1,0.5,0.61890626,0.000364209,0.112499997,2,28.39450264,15,285.8829651,0.000133106,0,0.002008032,0.144268095,0.015060241,0.287031084,0.000188268,0,0.00135339,0.002015656,0.259151965,0.502897263,0.062384196,0.104756698,62.39527893,104.8438721,0.062583029,0.10515935,NO
40,148,1560,9.487179756,1,2.5,16.96787071,15.7209301,706,0.905128181,17,1.089743614,40,148,1560,9.487179756,1,2.5,16.96787071,15.7209301,706,0.905128181,17,1.089743614,1,0,0,0,1,100,1.706827283,100,0,0,0,0,35.40650558,0.885162592,0.042083148,0.071265705,0.225030214,40,867.2496948,169,344.300415,0.004000226,95.19235992,0.040160641,4.406362057,0.169678718,0.345683157,0.005658028,0.00019211,0.001006034,0.002032371,0.003010034,0.506992877,0.003008035,0.199439272,3,199.1497345,0.003009027,0.199748978,NO
122,2004,14762,13.57539654,1,0.819672108,72.89156342,10.00137806,6379,0.864246011,1671.658569,11.32406521,88,786,7656,10.26645756,1,1.136363626,66.26506042,14.3696928,3435,0.89733541,945.631958,12.35151482,56,850,3080,27.59740257,1,1.785714269,53.41365433,11.62333393,1115,0.724025965,312.5383606,10.14734936,102.0472336,0.836452723,0.030842448,0.129171208,0.632491946,123,27088.5293,726,510.6176453,0.138195753,4134.790527,0.123493977,137.6326447,0.728915691,0.512668312,0.19546783,0.008344515,0.001350924,0.007971507,0.257797509,0.875054896,0.152517334,0.388915777,152.1666718,388.2364807,0.152624547,0.389404684,YES
3,3,6,50,1,33.33333206,11.14457798,75.5102005,1.5,0.5,0,0,2,1,2,50,1,50,8.433734894,84,0.5,0.5,0,0,2,1,2,50,1,50,8.935743332,90.81632996,0.5,0.5,0,0,2,0.666666687,0.399990737,0.189861327,0.039034691,3,293.6461792,111,335.3006897,0.001470504,0,0.003012048,1.491970897,0.111445785,0.336647272,0.00207992,0,0.021304812,0.002013032,0.953880727,0.502247691,0.261707455,0.122519165,261.6174927,122.5344238,0.26240471,0.122903131,NO
6,3,30,10,3,50,6.32530117,64.2857132,13.5,0.899999976,6,20,4,1,12,8.333333015,3,75,4.518072128,65.21739197,5.5,0.916666687,0,0,2,0,2,0,2,100,2.911646605,100,1,1,0,0,5.083333492,0.847222209,0.186116397,0.002008521,0.055799037,6,176.6566925,63,319.133606,0.000860744,14.84565163,0.006024096,0.897565424,0.063253015,0.320415258,0.001217459,2.99603E-05,0.001354428,0.002017697,0.259720922,0.503400743,0.046580683,0.130126044,46.6559906,130.1118011,0.046796381,0.130503312,NO
55,277,2970,9.326599121,1,1.818181872,52.51004028,29.43162727,1346.5,0.90673399,1540.405884,51.86552048,45,203,1980,10.25252533,1,2.222222328,30.92369461,27.47546768,888.5,0.897474766,1104.118896,55.76357651,22,46,462,9.956709862,1,4.545454502,46.58634567,49.57265091,208,0.900432885,214.25,46.37445831,48.84179306,0.888032556,0.047773872,0.088421732,0.486209899,55,3373.861816,523,443.6682129,0.016845796,3824.986084,0.055220883,17.14207077,0.52510041,0.445450008,0.023827152,0.007719291,0.02149795,0.002016603,0.954303622,0.5031299,0.303349614,0.212194249,303.0930481,211.8495331,0.304005057,0.212486997,YES
4,2,12,16.66666603,2,50,17.06827354,82.92682648,5,0.833333313,7,58.33333206,1,0,0,0,1,100,1.606425762,100,0,0,0,0,3,0,6,0,3,100,16.86746979,88.8888855,3,1,0,0,3.375,0.84375,0.279389739,0.002112278,0.056372549,4,264.0638428,170,354.2012024,0.001310317,21.67520142,0.004016064,1.341667652,0.170682728,0.355623692,0.001853347,4.37432E-05,0.032311436,0.001015217,0.969933927,0.012037115,0.263049334,0.007516901,262.9700012,7.5,0.263761282,0.007522568,NO
6,13,30,43.33333206,1,16.66666603,3.815261126,30.64516068,8.5,0.566666663,0,0,3,2,6,33.33333206,1,33.33333206,2.108433723,60,2,0.666666687,0,0,3,2,6,33.33333206,1,33.33333206,3.714859486,41.57303238,2,0.666666687,0,0,1.666666508,0.277777761,0.270594954,0.003434532,0.27220419,6,19.70388985,38,281.78302,5.70983E-05,0.205418229,0.006024096,0.100112423,0.038152609,0.282914668,8.07614E-05,4.14559E-07,0.001006036,0.0020268,0.003012048,0.505636394,0.004012053,0.094370194,4,94.50177765,0.004012036,0.094786137,NO
23,122,506,24.110672,3,13.04347801,56.82730865,39.33287048,192,0.758893251,63.92618942,12.63363457,7,12,42,28.5714283,2,28.5714283,19.97991943,62.97468185,15,0.714285731,0,0,16,53,240,22.08333397,3,18.75,51.80722809,45.94835281,93.5,0.779166639,0,0,17.62173843,0.766162574,0.070827752,0.012690243,0.263617963,23,2277.948975,566,434.7513428,0.011406539,1199.533691,0.023092369,11.57390785,0.568273067,0.436497331,0.016133718,0.002420806,0.021478942,0.002014331,0.954262376,0.50256896,0.291895002,0.142584324,291.6842651,142.5190125,0.292561948,0.142947853,YES
64,657,4032,16.2946434,1,1.5625,65.96385193,13.65904331,1687.5,0.837053597,316.0167236,7.837716103,38,109,1406,7.752489567,1,2.631578922,50.10040283,24.38905144,648.5,0.9224751,120.6913452,8.584021568,29,274,812,33.74384308,1,3.448275805,52.2088356,16.80129242,269,0.662561595,19.57092094,2.410211802,51.89044952,0.810788274,0.038061023,0.120689683,0.370445639,64,16409.53125,657,470.2510681,0.083763443,1209.577271,0.064257026,83.3742981,0.659638584,0.472139627,0.118477285,0.002441075,0.001350831,0.007946893,0.25774613,0.874665141,0.135197476,0.325564146,134.9167023,325.1383057,0.135322675,0.326116651,YES
5,8,20,40,1,20,20.5823288,72.18309784,6,0.600000024,0.5,2.5,3,3,6,50,1,33.33333206,9.638554573,76.80000305,1.5,0.5,0,0,2,0,2,0,2,100,15.76305199,98.74214172,1,1,0,0,2.899999857,0.579999983,0.309049696,0.01258972,0.236660823,5,308.276001,205,360.5345764,0.00151741,58.58534622,0.00502008,1.566302776,0.205823287,0.361982495,0.002146265,0.000118232,0.021287965,0.002014909,0.953843474,0.502711952,0.25123471,0.153862879,251.186615,153.7522583,0.251942456,0.154214904,NO
41,295,1640,17.98780441,1,2.439024448,52.71084213,20.28593445,672.5,0.820121944,279.0452271,17.01495361,11,15,110,13.63636398,2,18.18181801,25.60240936,49.03845978,47.5,0.863636374,2,1.818181872,31,174,930,18.70967674,1,3.225806475,50.30120468,22.58791733,378,0.812903225,143.5500031,15.43548393,33.83296967,0.825194418,0.048958991,0.08971253,0.304314464,41,8927.334961,525,436.0846558,0.045522492,598.5965576,0.041164659,45.3584137,0.527108431,0.437835991,0.064388253,0.001208041,0.001350783,0.007910538,0.257719934,0.874085069,0.132018119,0.254072607,131.750061,253.9327393,0.132146508,0.254696816,YES
33,320,1056,30.30303001,1,3.030303001,43.17269135,14.48299122,368,0.696969688,7.505952358,0.710790932,1,0,0,0,1,100,3.915662766,100,0,0,0,0,32,312,992,31.45161247,2,6.25,43.17269135,14.6757679,340,0.685483873,0,0,23.83131218,0.722160995,0.051634174,0.011414456,0.29238078,33,10394.55371,430,412.0678101,0.053121582,152.0549774,0.033132531,52.81312561,0.431726903,0.413722694,0.075136609,0.000306866,0.021355517,0.002008927,0.953992486,0.501229584,0.294165343,0.081050754,293.9455261,81.23136902,0.294830024,0.081475794,YES
19,127,342,37.13450241,1,5.263157845,46.18473816,30.14416695,107.5,0.628654957,4.194444656,1.226445794,6,20,30,66.66666412,1,16.66666603,18.77510071,48.95288086,5,0.333333343,0.333333343,1.111111164,17,97,272,35.66176605,1,5.882352829,45.28112411,32.89569473,87.5,0.64338237,3.144444466,1.156045794,11.84105682,0.62321353,0.117349409,0.132401809,0.344363004,19,5015.556641,460,411.8678589,0.025597362,90.35077667,0.019076305,25.48326874,0.461847395,0.413521945,0.036205605,0.000182339,0.001350708,0.00790746,0.257678658,0.874035716,0.120890327,0.247312233,120.6667252,247.1994324,0.121029817,0.247943267,NO
2,1,2,50,1,50,32.22891617,89.66480255,0.5,0.5,0,0,1,0,0,0,1,100,9.738955498,100,0,0,0,0,1,0,0,0,1,100,26.20481873,100,0,0,0,0,1.649999976,0.824999988,0.50560832,1.83334E-05,0.005589431,2,561.5123291,321,377.6677856,0.002836716,0,0.002008032,2.852957487,0.322289169,0.379184514,0.004012328,0,0.001351229,0.002019395,0.257965684,0.503818691,0.053138748,0.161055028,53.1858139,160.9165802,0.053345852,0.16140078,NO
200,2957,39800,7.429648399,2,1,75,8.863312721,18421.5,0.925703526,2602.411621,6.538722515,180,1922,32220,5.965239048,3,1.666666627,66.86746979,9.871053696,15149,0.940347612,1515.903442,4.704852104,27,179,702,25.49857521,1,3.703703642,51.90763092,19.75544548,261.5,0.74501425,121.4626999,17.30237961,181.1320038,0.905660033,0.026508568,0.231833637,0.719933569,200,34333.82031,747,553.3339844,0.175010592,14416.54883,0.20080322,174.4448395,0.75,0.555556238,0.247539729,0.029094364,0.001350803,0.007979874,0.25773102,0.875186801,0.132436484,0.438378245,132.1667175,437.5010986,0.132564411,0.438817561,NO
5,10,20,50,1,20,1.907630563,40.42553329,5,0.5,0,0,3,3,6,50,1,33.33333206,1.004016042,47.61904907,1.5,0.5,0,0,3,3,6,50,1,33.33333206,1.907630563,52.77777863,1.5,0.5,0,0,2.25,0.449999988,0.446092963,0.113281153,0.429468364,5,37.04215622,19,282.2829895,0.000159436,0.25,0.00502008,0.188205481,0.019076305,0.283416659,0.000225511,5.04531E-07,0.001362087,0.002061583,0.263889045,0.51399374,0.054688901,0.11038588,54.73579407,110.4616318,0.054900497,0.110794015,NO
3,1,6,16.66666603,2,66.66666412,3.714859486,77.08333588,2.5,0.833333313,1,16.66666603,1,0,0,0,1,100,1.506024122,100,0,0,0,0,2,0,2,0,2,100,3.313252926,100,1,1,0,0,2.333333254,0.777777791,0.35569495,0.001265911,0.032638893,3,13.16671848,37,280.116333,4.70358E-05,993,0.003012048,0.066898063,0.037148595,0.281241298,6.65287E-05,0.002003996,0.001005025,0.002018617,0.002008032,0.503628373,0.003009044,0.092364207,3,92.50178528,0.003009027,0.092780128,NO
25,174,600,29,1,4,53.91566086,21.18343163,213,0.709999979,21.9972229,3.666203737,18,60,306,19.6078434,1,5.555555344,36.14457703,31.14186859,123,0.80392158,24.89999962,8.137254715,10,52,90,57.77777863,1,10,48.19277191,28.11950874,19,0.422222227,2.509523869,2.78835988,17.62666702,0.705066681,0.074504592,0.118800819,0.232141286,25,7959.783691,537,429.0010986,0.040646486,163.7287598,0.025100403,40.4424324,0.539156616,0.430723995,0.057491492,0.000330425,0.001350701,0.007939924,0.257674634,0.874554396,0.118296675,0.308043808,118.0833969,307.6880798,0.118438713,0.308613926,NO
2,1,2,50,1,50,11.64658642,89.2307663,0.5,0.5,0,0,2,1,2,50,1,50,11.64658642,89.2307663,0.5,0.5,0,0,1,0,0,0,1,100,11.04417706,99.09909821,0,0,0,0,1.125,0.5625,0.658549964,0.526309729,0.027753498,2,350.0525513,116,326.1670837,0.001781289,0,0.002008032,1.778563023,0.116465867,0.327476978,0.002519504,0,0.001349646,0.007927222,0.257094592,0.874351978,0.059897717,0.273538649,59.91674805,273.3209229,0.060097039,0.274143338,NO
11,29,110,26.36363602,1,9.090909004,33.43373489,56.53650284,40.5,0.736363649,17.08333397,15.530303,6,6,30,20,2,33.33333206,12.95180702,62.62136078,12,0.800000012,1.5,5,6,13,30,43.33333206,1,16.66666603,30.62248993,69.63470459,8.5,0.566666663,5,16.66666603,8.141666412,0.740151525,0.124883644,0.057988402,0.136272803,11,1041.374878,333,383.9512329,0.00523313,31.07560158,0.011044176,5.291065216,0.334337354,0.385493219,0.007401881,6.27144E-05,0.021129899,0.002014661,0.953490973,0.502650559,0.235067725,0.149705693,235.0843048,149.6118317,0.235791683,0.150062025,YES
11,46,110,41.81818008,1,9.090909004,37.04819107,27.25258446,32,0.581818163,2.299999952,2.090909004,2,1,2,50,1,50,19.67871475,70.50359344,0.5,0.5,0,0,9,33,72,45.83333206,1,11.11111069,32.63052368,30.20446014,19.5,0.541666687,0,0,7.204545498,0.654958665,0.109237023,0.001224952,0.095369972,11,4361.355957,369,387.8509827,0.022295471,3.152316332,0.011044176,22.15937614,0.370481938,0.389408618,0.03153532,6.36176E-06,0.001354138,0.002017734,0.259561837,0.503409803,0.101745337,0.129497334,101.6000824,129.4856415,0.1019058,0.129875273,NO
15,63,210,30,1,6.666666508,28.91566277,20.45454597,73.5,0.699999988,22.83333397,10.8730154,10,15,90,16.66666603,1,10,27.61044121,26.64728737,37.5,0.833333313,29,32.22222137,9,30,72,41.66666794,1,11.11111069,16.96787071,23.15068436,21,0.583333313,9.25,12.84722233,10.64035034,0.709356725,0.086878814,0.077048354,0.084532686,15,1213.106567,288,372.151001,0.005935878,45.78953552,0.015060241,6.163607121,0.289156616,0.373645574,0.008395866,9.24089E-05,0.021310283,0.002014734,0.953892827,0.502668679,0.271658272,0.1619142,271.5284424,161.7712402,0.272345483,0.162258014,NO
5,13,20,65,1,20,20.18072319,51.40665054,3.5,0.349999994,0,0,2,2,2,100,1,50,12.44979954,69.27374268,0,0,0,0,5,13,20,65,1,20,20.18072319,51.40665054,3.5,0.349999994,0,0,2.142857075,0.428571403,0.267662495,0.146982998,0.086702518,5,317.0544739,201,346.0172424,0.001543217,2.12644124,0.00502008,1.610904932,0.201807231,0.347406864,0.002182768,4.29142E-06,0.021444257,0.00201546,0.954186857,0.50284791,0.278103232,0.165105611,277.9476318,164.9498749,0.278783977,0.165446207,NO
82,1195,6642,17.99156952,1,1.219512224,50.90361404,10.13391972,2723.5,0.820084333,404.1675415,6.085027695,69,767,4692,16.34697342,1,1.449275374,48.09236908,12.38366127,1962.5,0.836530268,228.9232483,4.879012108,30,353,870,40.57471085,1,3.333333254,41.16465759,14.11359692,258.5,0.594252884,109.6374054,12.60200024,65.39640045,0.797517061,0.038857423,0.126658574,0.534024894,82,19814.08398,507,450.9846497,0.101189949,788.0088501,0.082329318,100.6723022,0.509036124,0.452795833,0.143125817,0.001590299,0.001350747,0.007964241,0.257699788,0.874940038,0.128085703,0.369389892,127.8334198,368.7886963,0.12821807,0.369898379,YES
