@RELATION Eclipse_PDE_UI-NETmetrics

@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
8,15,56,26.7857151,1,12.5,41.97861099,49.96022415,20.5,0.732142866,2,3.571428537,1,0,0,0,1,100,0.802139044,100,0,0,0,0,7,11,42,26.19047546,1,14.28571415,41.97861099,50.44176865,15.5,0.738095224,0,0,5.25,0.65625,0.14229539,0.001778144,0.065956391,8,5398.116211,628,559.3108521,0.036814451,30.94818497,0.005347594,54.90882874,0.419786096,0.373870879,0.052071359,2.76753E-05,0.00118789,0.00067024,0.437949419,0.003339567,0.097520433,0.002448342,146.328476,3.666666508,0.09774781,0.002449343,NO
2,0,2,0,2,100,1.002673745,60,1,1,1,50,1,0,0,0,1,100,0.802139044,100,0,0,0,0,1,0,0,0,1,100,0.868983984,100,0,0,0,0,2,1,0.5,0,0,2,5.580143929,15,317.8953247,1.89669E-05,1.113335013,0.001336898,0.056760389,0.010026738,0.212496877,2.68274E-05,9.95596E-07,0.000669343,0.000681171,0.002004455,0.019344393,0.002003595,0.006024933,3,9.033332825,0.002004008,0.00603429,NO
7,9,42,21.4285717,2,28.5714283,13.8368988,78.70722198,16.5,0.785714269,6,14.28571415,3,0,6,0,3,100,0.668449223,47.61904907,3,1,0,0,4,3,12,25,2,50,13.63636398,84.2975235,4.5,0.75,0,0,4.714285851,0.673469365,0.23448199,0.026275057,0.264899522,7,724.562561,207,477.6480408,0.004853062,878.6497192,0.004679144,7.370141983,0.138368979,0.319283456,0.006864302,0.000785729,0.000770167,0.001359291,0.132741421,0.508906841,0.037926041,0.067492023,56.87143707,101.4790649,0.037990272,0.067788288,NO
9,19,72,26.38888931,2,22.22222137,1.136363626,27.41935539,26.5,0.736111104,0,0,9,19,72,26.38888931,2,22.22222137,1.136363626,27.41935539,26.5,0.736111104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888888836,0.654320955,0.293383747,0.109933212,0.533838391,9,13.62206745,17,299.0441895,1.66727E-05,723.9286499,0.006016043,0.138561621,0.011363637,0.199895844,2.35823E-05,0.000647371,0.000668003,0.0006734,0,0.008020051,0.000667993,0.007681238,1,11.5,0.000668003,0.007682031,NO
9,10,72,13.88888931,4,44.44444275,36.69786072,90.14778137,31,0.861111104,4,5.555555344,1,0,0,0,1,100,1.002673745,100,0,0,0,0,8,6,56,10.71428585,4,50,36.29679108,91.41413879,25,0.892857134,0,0,6.777777672,0.753086388,0.155511752,0.012593591,0.174774945,9,2103.708984,549,552.0447388,0.014261452,614.8857422,0.006016043,21.39861298,0.366978616,0.369013876,0.020171786,0.000549859,0.00077489,0.000672489,0.138031408,0.006675115,0.036800444,0.003281674,55.19287491,4.916666508,0.036868989,0.003284346,YES
10,13,90,14.44444466,3,30,39.23796844,86.19676971,38.5,0.855555534,8,8.888889313,1,0,0,0,1,100,0.334224612,100,0,0,0,0,9,12,72,16.66666603,3,33.33333206,39.10427856,86.53845978,30,0.833333313,0,0,8.300000191,0.829999983,0.148084894,0.01646675,0.205502912,10,2114.28125,587,563.7276001,0.014309474,2437.872559,0.006684492,21.5061512,0.392379671,0.376823276,0.020239709,0.002180059,0.000777281,0.000668449,0.140684217,0.000668449,0.037007153,0.001336004,55.50477982,2,0.037077341,0.001336005,NO
7,10,42,23.80952454,1,14.28571415,4.077539921,57.54716873,16,0.761904776,5.833333492,13.88888931,4,4,12,33.33333206,1,25,2.205882311,55.9322052,4,0.666666687,0,0,3,2,6,33.33333206,1,33.33333206,2.673796892,85.10638428,2,0.666666687,0,0,4.285714149,0.612244904,0.237469286,0.020925866,0.276388526,7,206.3576813,61,409.7064514,0.001334,114.071228,0.004679144,2.099039316,0.0407754,0.273867935,0.001886845,0.000102008,0.000768315,0.002538364,0.130649447,0.737331212,0.028858766,0.159886882,43.30478668,239.9292908,0.028927714,0.160273403,NO
11,19,110,17.27272797,1,9.090909004,38.1684494,61.86348724,45.5,0.827272713,7.5,6.818181992,1,0,0,0,1,100,0.601604283,100,0,0,0,0,10,18,90,20,1,10,38.1684494,62.47264862,36,0.800000012,0,0,7.818181515,0.710743785,0.124302581,0.006965802,0.164374366,11,3854.93335,571,552.1112061,0.026243916,300.4160156,0.007352941,39.21180344,0.381684482,0.369058281,0.037120108,0.000268646,0.001226822,0.000670239,0.455806881,0.00333912,0.095907927,0.00233692,143.9343567,3.5,0.096148536,0.002338009,NO
10,16,90,17.77777863,2,20,1.002673745,27.77777863,37,0.822222233,45,50,2,0,2,0,2,100,0.735294104,100,1,1,1,50,9,16,72,22.22222137,1,11.11111069,0.935828865,26.41509438,28,0.777777791,36,50,6.727272511,0.672727287,0.29594627,0.193700597,0.545434952,10,13.30998135,15,304.2153931,9.34686E-06,1447.450073,0.006684492,0.135387138,0.010026738,0.203352541,1.32205E-05,0.001294377,0.000672495,0.00067159,0.006684045,0.005344915,0.00701382,0.00400672,10.5,6,0.007014028,0.004008016,NO
8,13,56,23.2142849,1,12.5,17.04545403,65.38461304,21.5,0.767857134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,56,23.2142849,1,12.5,17.04545403,65.38461304,21.5,0.767857134,0,0,6.0625,0.7578125,0.152284607,0.006188231,0.100250088,8,1064.931885,255,494.112793,0.007145707,87.63220215,0.005347594,10.83232784,0.170454547,0.330289304,0.010107082,7.83648E-05,0.001186752,0.000668003,0.437410027,0,0.083826154,0.000667993,125.8421783,1,0.084062912,0.000668003,NO
12,19,132,14.39393902,1,8.333333015,41.04278183,74.33413696,56.5,0.856060624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,132,14.39393902,1,8.333333015,41.04278183,74.33413696,56.5,0.856060624,0,0,9.583333015,0.798611104,0.116023637,0.006713391,0.175044224,12,2738.169922,614,568.4512329,0.018532066,1369.934326,0.00802139,27.85225487,0.410427809,0.379980773,0.026212256,0.001225059,0.001219202,0.000668003,0.452401668,0,0.095203198,0.000667993,142.8766785,1,0.095442005,0.000668003,YES
14,22,182,12.08791256,1,7.142857075,3.475935936,39.09774399,80,0.879120886,0,0,14,22,182,12.08791256,1,7.142857075,3.475935936,39.09774399,80,0.879120886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85714245,0.775510192,0.145181552,0.055094857,0.379989982,14,694.8610229,52,438.7049561,0.004623867,141.1528473,0.009358289,7.068022251,0.034759358,0.293251961,0.006540122,0.000126225,0.000668003,0.001378049,0,0.515600264,0.000667993,0.097292259,1,146.0657349,0.000668003,0.097572304,YES
6,6,30,20,2,33.33333206,36.69786072,91.5,12,0.800000012,3.666666746,12.22222233,3,2,6,33.33333206,1,33.33333206,0.802139044,60,2,0.666666687,0,0,3,0,6,0,3,100,36.36363602,93.79310608,3,1,0,0,4,0.666666687,0.254727185,0.008444767,0.231363714,6,1997.962402,549,549.4447021,0.013562424,436.7633362,0.004010695,20.32297325,0.366978616,0.367275864,0.01918306,0.000390574,0.000770097,0.000670241,0.132662386,0.003341353,0.030382128,0.003339612,45.58573151,5,0.030451391,0.003340013,YES
345,914,118680,0.770138204,29,8.405797005,66.51069641,22.0620842,58883,0.992298603,2969.494141,2.502101421,341,801,115940,0.690874577,32,9.384163857,65.97593689,22.58581161,57569.5,0.993091226,1788.18335,1.542335153,8,2,56,3.571428537,6,75,12.29946518,85.58139801,27,0.964285731,33,58.92856979,340.614624,0.987288713,0.0075191,0.17485027,0.355852932,345,47538.12891,995,811.8149414,0.322748035,191118.0156,0.230614975,483.5507202,0.665106952,0.542657018,0.4565036,0.170906603,0.001186078,0.001363498,0.43708989,0.510422826,0.092387676,0.352701396,138.6493073,528.1502075,0.092618108,0.352805763,YES
20,42,380,11.05263138,1,5,10.22727299,40.69149017,169,0.889473677,47.33333206,12.45614052,14,11,182,6.04395628,5,35.7142868,9.224598885,51.87969971,85.5,0.939560413,5,2.747252703,7,15,42,35.7142868,1,14.28571415,3.676470518,44,13.5,0.642857134,2.666666746,6.349206448,15.85714245,0.792857111,0.087508738,0.053679589,0.277745664,20,1912.515015,153,480.163208,0.012887724,424.0553589,0.013368984,19.45381546,0.102272727,0.320964724,0.018228747,0.00037921,0.000768347,0.002540627,0.130684718,0.737565637,0.033280078,0.193016484,49.91906357,289.4911499,0.033346068,0.193380862,NO
3,2,6,33.33333206,1,33.33333206,24.53208542,91.29353333,2,0.666666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.33333206,1,33.33333206,24.53208542,91.29353333,2,0.666666687,0,0,2,0.666666627,0.369270891,0.007520427,0.050379608,3,1640.282593,367,507.6627197,0.01117187,1.730303049,0.002005348,16.68470955,0.245320857,0.339346737,0.015801797,1.54732E-06,0.001218642,0.000668003,0.452149838,0,0.079732545,0.000667993,119.7328568,1,0.079981871,0.000668003,NO
4,2,12,16.66666603,2,50,37.29946518,79.37410736,5,0.833333313,2,16.66666603,1,0,0,0,1,100,1.604278088,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,36.63101578,80.70692444,2.5,0.833333313,0,0,3,0.75,0.262827069,0.002258819,0.02454168,4,2653.338379,558,551.3945313,0.018061198,10.20283318,0.002673797,26.98936081,0.372994661,0.368579239,0.025546249,9.12385E-06,0.001185204,0.001358659,0.436674565,0.508677781,0.075026251,0.080197982,112.677002,120.4862289,0.075268537,0.08048512,NO
1,0,0,0,1,100,0.534759343,100,0,0,0,0,1,0,0,0,1,100,0.534759343,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1.265637755,8,11.74999905,4.14364E-20,0,0.000668449,0.012873878,0.005347594,0.007854277,5.86088E-20,0,0.000668003,0.000669791,0,0.002672457,0.000667993,0.002337358,1,3.5,0.000668003,0.002338009,NO
26,49,650,7.538461685,3,11.53846169,55.21390533,40.95190811,300.5,0.924615383,18.5,2.846153736,1,0,0,0,1,100,0.935828865,100,0,0,0,0,25,44,600,7.333333492,3,12,55.21390533,41.23814392,278,0.926666677,0,0,23.07692337,0.887573957,0.047897264,0.002919829,0.11329516,26,8626.647461,826,618.4168701,0.058695413,3481.551025,0.017379679,87.7489624,0.552139044,0.413380265,0.083020389,0.003113365,0.001187141,0.001356493,0.437594414,0.507892787,0.12887989,0.060261175,193.2412872,90.66118622,0.12908569,0.060561914,NO
14,8,182,4.39560461,7,50,4.812834263,52.94117737,87,0.956043959,19.5,10.71428585,12,3,132,2.272727251,9,75,3.810160398,67.05882263,64.5,0.977272749,0,0,2,1,2,50,1,50,2.272727251,66.66666412,0.5,0.5,0,0,12.85714245,0.918367326,0.091961756,0.017524464,0.122180074,14,294.2169189,72,439.6574097,0.001880851,2069.854248,0.009358289,2.992730379,0.04812834,0.293888628,0.002660327,0.00185096,0.000768278,0.002536883,0.130606577,0.737177551,0.026794787,0.152807057,40.21706772,229.3378906,0.026865108,0.153198317,NO
4,1,12,8.333333015,3,75,35.8288765,98.52941132,5.5,0.916666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,8.333333015,3,75,35.8288765,98.52941132,5.5,0.916666687,0,0,3.5,0.875,0.284252077,0.008689369,0.063157894,4,1704.342285,536,540.6136475,0.011574234,1503.042725,0.002673797,17.33631516,0.358288765,0.361372769,0.016370911,0.001344091,0.001191877,0.000668003,0.439831972,0,0.089990176,0.000667993,135.0653229,1,0.090223998,0.000668003,NO
8,16,56,28.5714283,1,12.5,6.28342247,53.40909195,20,0.714285731,7.766666889,13.86904716,4,2,12,16.66666603,2,50,4.411764622,73.33333588,5,0.833333313,0,0,4,4,12,33.33333206,1,25,3.676470518,63.9534874,4,0.666666687,0,0,5.0625,0.6328125,0.189878941,0.011201808,0.225249261,8,331.5898438,94,416.1230469,0.002164651,21.5841732,0.005347594,3.372882128,0.062834226,0.278157115,0.003061742,1.93016E-05,0.000768403,0.0025408,0.130748123,0.737583458,0.039059766,0.177940428,58.56547928,266.9374084,0.039121896,0.178314909,NO
23,76,506,15.01976299,1,4.347826004,55.4812851,45.95791626,215,0.849802375,168.8666687,33.37285995,4,1,12,8.333333015,3,75,4.879679203,87.95180511,5.5,0.916666687,3,25,20,56,380,14.73684216,1,5,54.27807617,46.96356201,162,0.852631569,14,3.684210539,18.16666603,0.789855063,0.079356827,0.034530878,0.317150563,23,7782.481934,830,618.083313,0.052933041,3300.825439,0.015374332,79.16223907,0.554812849,0.413157284,0.074869931,0.002951751,0.00118709,0.001361001,0.437569886,0.509523928,0.127119169,0.129302189,190.607254,193.9456635,0.127326161,0.129556224,YES
11,1,110,0.909090936,10,90.90908813,3.342246056,76.92308044,54.5,0.9909091,18,16.36363602,9,1,72,1.388888836,8,88.8888855,0.668449223,50,35.5,0.986111104,0,0,2,0,2,0,2,100,2.673796892,88.8888855,1,1,0,0,10.81818199,0.983471096,0.103764914,0.012789198,0.060606062,11,48.58876801,50,382.292572,0.000239728,6493.55127,0.007352941,0.494237661,0.033422459,0.255543172,0.000339078,0.005806835,0.000668896,0.000682565,0.001336898,0.021349294,0.002004026,0.009962535,3,14.92618942,0.002004008,0.009970735,NO
9,10,72,13.88888931,3,33.33333206,40.97593689,58.21462631,31,0.861111104,9.5,13.19444466,2,0,2,0,2,100,0.735294104,100,1,1,0,0,7,7,42,16.66666603,2,28.5714283,40.77540207,58.5412674,17.5,0.833333313,0,0,6.833333492,0.759259224,0.171848089,0.020159047,0.229681298,9,3867.317139,613,560.9608154,0.026306191,1056.567261,0.006016043,39.33776855,0.409759372,0.374973804,0.037208192,0.000944831,0.001193972,0.000669344,0.440816134,0.002004901,0.078882292,0.002337816,118.4495163,3.5,0.079124592,0.002338009,NO
9,8,72,11.11111069,2,22.22222137,4.679144382,66.03773499,32,0.888888896,3.5,4.861111164,8,6,56,10.71428585,2,25,4.612299442,68.3168335,25,0.892857134,0,0,1,0,0,0,1,100,0.334224612,100,0,0,0,0,7.277777672,0.80864197,0.157790422,0.041209109,0.167199358,9,825.6610107,70,437.7989197,0.005581028,294.713501,0.006016043,8.398500443,0.046791445,0.292646348,0.007893957,0.000263547,0.000668896,0.001361391,0.001336452,0.509665012,0.001669802,0.100513853,2.5,150.8792725,0.001670007,0.100787759,NO
2,1,2,50,1,50,23.79679108,98.07162476,0.5,0.5,0,0,1,0,0,0,1,100,1.203208566,100,0,0,0,0,1,0,0,0,1,100,23.06149673,100,0,0,0,0,1.25,0.625,0.529984117,0.001888853,0.029210443,2,1577.098267,356,507.2127686,0.010753916,0,0.001336898,16.04200745,0.237967908,0.339045972,0.01521063,0,0.001185468,0.001358698,0.436800063,0.508692086,0.073910512,0.081358515,111.0078583,122.2223969,0.074153543,0.081644885,NO
6,8,30,26.66666603,1,16.66666603,4.411764622,36.46408844,11,0.733333349,4,13.33333302,1,0,0,0,1,100,0.267379671,100,0,0,0,0,5,7,20,35,1,20,4.278074741,36.15819168,6.5,0.649999976,0,0,3.583333254,0.597222209,0.207671687,0.005927741,0.113371402,6,144.2532654,66,411.8098755,0.000896761,45.25822067,0.004010695,1.467322588,0.044117648,0.275273979,0.001268403,4.0472E-05,0.001212876,0.000668449,0.449542612,0.000668449,0.065938212,0.001336046,99.09498596,2,0.066195719,0.001336005,NO
10,21,90,23.33333397,1,10,6.951871872,47.05882263,34.5,0.766666651,15.16666698,16.85185242,5,6,20,30,1,20,3.409090996,57.95454407,7,0.699999988,0,0,5,6,20,30,1,20,5.147058964,57.89473724,7,0.699999988,0,0,6.650000095,0.665000021,0.154630393,0.008652631,0.237366244,10,660.7980957,104,449.0085754,0.004412683,241.9660187,0.006684492,6.721539021,0.069518715,0.300139427,0.006241419,0.000216377,0.000775396,0.001387211,0.138594478,0.518804073,0.029849978,0.086980119,44.79564667,130.6422424,0.029923612,0.087269366,NO
