@RELATION Lucene-NETmetrics

@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
30,56,870,6.436781406,1,3.333333254,12.60869598,31.63636398,407,0.935632169,13.83333302,1.5900383,29,52,812,6.403940678,1,3.448275805,12.60869598,32.22222137,380,0.935960591,0,0,1,0,0,0,1,100,0.724637687,100,0,0,0,0,27,0.899999976,0.084745109,0.139009804,0.436121255,30,1496.389648,87,224.4493103,0.022445286,2469.382324,0.043478262,15.90350723,0.12608695,0.325288862,0.031747222,0.010388432,0.001449275,0.001574706,0.001449275,0.081102796,0.002894367,0.06292364,2,43.5,0.002894356,0.062952243,NO
4,4,12,33.33333206,1,25,13.47826099,75.60975647,4,0.666666687,1,8.333333015,2,1,2,50,1,50,1.304347873,56.25,0.5,0.5,0,0,2,1,2,50,1,50,13.04347801,84.1121521,0.5,0.5,0,0,2.375,0.59375,0.330292583,0.008731847,0.145927295,4,1071.167969,93,211.1424408,0.016507193,108.5898895,0.005797102,11.38428593,0.134782612,0.306003541,0.023348223,0.000456826,0.001900973,0.001453485,0.239065409,0.004345729,0.055085041,0.005064092,38.25040054,3.5,0.055355139,0.005065123,NO
4,2,12,16.66666603,2,50,15.79710102,63.74269104,5,0.833333313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,15.79710102,63.74269104,5,0.833333313,0,0,3,0.75,0.262140542,0.001068449,0.023617396,4,857.4525757,109,210.9496155,0.013086485,52.59307098,0.005797102,9.11293602,0.15797101,0.305724084,0.01850988,0.000221254,0.001468407,0.001447178,0.014478073,0,0.011329608,0.001447187,7.833333015,1,0.011336227,0.001447178,NO
2,1,2,50,1,50,3.188405752,84.61538696,0.5,0.5,1,50,1,0,0,0,1,100,3.188405752,100,0,0,0,0,2,1,2,50,1,50,3.188405752,84.61538696,0.5,0.5,1,50,1.166666627,0.583333313,0.692901313,0.302317679,0.111111112,2,349.2247009,22,185.9759369,0.005381487,0,0.002898551,3.711531878,0.031884059,0.269530356,0.007611721,0,0.001898024,0.00273485,0.237880409,0.471524149,0.060986545,0.115381099,42.32104874,80.08766174,0.06124609,0.115901105,NO
4,3,12,25,2,50,25.21739197,62.58992767,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,25.21739197,62.58992767,4.5,0.75,0,0,2.75,0.6875,0.261793733,0.000326354,0.02319964,4,2162.417725,174,228.3256989,0.033389803,25.89370537,0.005797102,22.98200035,0.252173901,0.330906808,0.047227446,0.000108932,0.001902089,0.001447178,0.23951216,0,0.069735721,0.001447187,48.35955048,1,0.069984876,0.001447178,NO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05115E-05,0,0,0,0,0,1.11716E-07,0,0,0,0,0.001447178,0.001447178,0,0,0.001447187,0.001447187,1,1,0.001447178,0.001447178,NO
40,146,1560,9.358974457,1,2.5,51.30434799,34.43579865,707,0.906410277,207.0833282,13.27457237,22,13,462,2.813852787,10,45.45454407,22.02898598,46.06060791,224.5,0.971861482,0,0,18,30,306,9.8039217,1,5.555555344,42.89855194,42.40687561,138,0.90196079,0,0,34.15000153,0.85374999,0.051378373,0.057205904,0.368431926,40,9919.339844,354,290.2331543,0.152823105,7165.063965,0.057971016,105.421936,0.513043463,0.420627773,0.216157153,0.030142672,0.001898927,0.002738497,0.238243252,0.472228885,0.090148196,0.163856938,62.44287109,113.5357361,0.090365946,0.164306417,NO
5,9,20,45,1,20,5.217391491,67.92453003,5.5,0.550000012,2,10,3,4,6,66.66666412,1,33.33333206,1.449275374,52.63158035,1,0.333333343,0.5,8.333333015,4,5,12,41.66666794,1,25,5.217391491,75,3.5,0.583333313,2.5,20.83333397,2.928571463,0.585714281,0.50744158,0.111885481,0.517582417,5,204.5349121,36,173.4020386,0.003045628,125.5393753,0.007246377,2.173780441,0.052173913,0.251307309,0.004307819,0.000528131,0.001477061,0.001455601,0.020260492,0.005795004,0.013495015,0.006511272,9.333333969,4.5,0.013506996,0.006512301,NO
5,3,20,15,2,40,13.33333302,91.08911133,8.5,0.850000024,3,15,4,2,12,16.66666603,2,50,1.739130378,70.58823395,5,0.833333313,0,0,1,0,0,0,1,100,12.173913,100,0,0,0,0,3.799999952,0.75999999,0.349186659,0.022699693,0.309047639,5,372.9309692,92,199.7092133,0.005610192,1345.213867,0.007246377,3.963479996,0.13333334,0.289433628,0.007935208,0.005659174,0.001453482,0.00154997,0.004343632,0.066414982,0.004339459,0.023307029,3,16.14999771,0.004341534,0.023371922,NO
4,5,12,41.66666794,1,25,8.840579987,69.3181839,3.5,0.583333313,1,8.333333015,2,1,2,50,1,50,6.666666508,93.87754822,0.5,0.5,0,0,2,2,2,100,1,50,3.623188496,64.10256195,0,0,0,0,2.5,0.625,0.395800591,0.026603239,0.246555179,4,751.6610107,61,203.7758026,0.011532862,3.838392258,0.005797102,7.988592148,0.088405795,0.295327246,0.016312392,1.61477E-05,0.00147923,0.00275067,0.02169928,0.474571615,0.012406023,0.124463156,8.583333969,86.35714722,0.012421612,0.124974161,YES
7,17,42,40.47618866,1,14.28571415,7.391304493,37.77777863,12.5,0.59523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,42,40.47618866,1,14.28571415,7.391304493,37.77777863,12.5,0.59523809,0,0,3.642857075,0.520408154,0.267130703,0.007735147,0.36234948,7,356.3416443,51,193.5687714,0.005271354,112.9005737,0.010144928,3.787170172,0.073913045,0.280534446,0.007455946,0.000474961,0.00198896,0.001447178,0.272790968,0,0.083224341,0.001447187,57.70000839,1,0.083502181,0.001447178,NO
4,2,12,16.66666603,2,50,16.08695602,56.06060791,5,0.833333313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,16.08695602,56.06060791,5,0.833333313,0,0,3,0.75,0.259052575,0.000447431,0.017787116,4,699.5650635,111,202.9830475,0.010600951,654.8401489,0.005797102,7.434920788,0.160869569,0.294178337,0.014994272,0.002754844,0.001459848,0.001447178,0.008691457,0,0.008680994,0.001447187,6,1,0.008683068,0.001447178,NO
8,11,56,19.6428566,1,12.5,9.855072021,59.64912415,22.5,0.803571403,4.5,8.035714149,2,0,2,0,2,100,0.869565189,66.66666412,1,1,0,0,6,4,30,13.33333302,2,33.33333206,9.855072021,64.76190186,13,0.866666675,0,0,5.4375,0.6796875,0.259806693,0.026649496,0.42170608,8,699.7470093,68,202.5352631,0.010666136,369.5951843,0.011594203,7.436854362,0.098550722,0.293529361,0.015086472,0.001554848,0.001907426,0.001451379,0.241645157,0.002898551,0.051483188,0.004341555,35.76792145,3,0.051762547,0.004341534,NO
7,1,42,2.380952358,6,85.7142868,4.492753506,47.69230652,20.5,0.976190448,0,0,7,1,42,2.380952358,6,85.7142868,4.492753506,47.69230652,20.5,0.976190448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.785714149,0.96938777,0.149849027,0.001607397,0.023391813,7,423.6910706,31,177.9330139,0.006380442,8.239070892,0.010144928,4.502954483,0.044927537,0.257873923,0.009024669,3.46609E-05,0.001447178,0.001521899,0,0.049168397,0.001447187,0.026713885,1,18.48333359,0.001447178,0.026748674,NO
5,0,20,0,5,100,13.62318802,90.38461304,10,1,6,30,3,0,6,0,3,100,0.869565189,100,3,1,0,0,2,0,2,0,2,100,12.89855099,90.81632996,1,1,0,0,5,1,0.200000018,-1.15733E-08,0,5,330.7983704,94,197.7092743,0.004954961,815.6814575,0.007246377,3.515698195,0.136231884,0.286535174,0.007008431,0.003431486,0.001457717,0.001579005,0.007240085,0.083609141,0.006509177,0.023625243,4.5,16.38690186,0.006512301,0.023714764,YES
3,3,6,50,1,33.33333206,7.246376991,54.9450531,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,1,33.33333206,7.246376991,54.9450531,1.5,0.5,0,0,1.666666627,0.555555522,0.480857968,0.014205083,0.196260169,3,288.7258911,50,191.4020996,0.004341923,0,0.004347826,3.068555355,0.072463766,0.277394354,0.006141334,0,0.001984995,0.001447178,0.271335393,0,0.079603232,0.001447187,55.20000458,1,0.079884231,0.001447178,NO
7,10,42,23.80952454,1,14.28571415,3.188405752,37.28813553,16,0.761904776,2,4.761904716,5,1,20,5,4,80,2.173913002,44.11764526,9.5,0.949999988,0,0,2,1,2,50,1,50,2.463768005,68,0.5,0.5,0,0,4.142857075,0.591836691,0.259278357,0.039492372,0.32229954,7,516.7139893,22,176.0722198,0.007883297,2.466666698,0.010144928,5.491594315,0.031884059,0.25517714,0.01115035,1.0377E-05,0.001937326,0.001464113,0.253371507,0.011583716,0.052972969,0.010367617,36.80753708,7.166666985,0.053267058,0.010371443,NO
8,11,56,19.6428566,1,12.5,16.95652199,65.36312866,22.5,0.803571403,1,1.785714269,6,0,30,0,6,100,2.898550749,42.55319214,15,1,0,0,2,0,2,0,2,100,16.37681198,85.60606384,1,1,0,0,5.5625,0.6953125,0.195022702,0.05778119,0.213624328,8,1428.027954,117,219.7755585,0.02194839,55.54656219,0.011594203,15.17696476,0.169565216,0.318515301,0.031044399,0.000233679,0.001905072,0.00146412,0.24070555,0.01158791,0.058494434,0.011333802,40.60438156,7.833333492,0.058761768,0.011336228,NO
56,195,3080,6.331168652,1,1.785714269,49.71014404,35,1442.5,0.936688304,182.1325378,5.913393974,50,143,2450,5.836734772,3,6,48.98550797,38.40909195,1153.5,0.941632628,0,0,6,3,30,10,3,50,9.565217018,66,13.5,0.899999976,0,0,51.1071434,0.912627518,0.042534761,0.091292508,0.419247001,56,9089.548828,343,293.5,0.139489263,10975.97461,0.08115942,96.6029892,0.497101456,0.425362319,0.197297409,0.046174772,0.001461985,0.002987931,0.01014283,0.516407609,0.010852807,0.263959855,7.5,182.6499023,0.010853835,0.26432693,YES
5,2,20,10,3,60,8.840579987,61,9,0.899999976,4,20,1,0,0,0,1,100,1.594202876,100,0,0,0,0,4,2,12,16.66666603,2,50,8.405797005,65.16854095,5,0.833333313,0,0,4.199999809,0.839999974,0.221442729,0.002666521,0.051130354,5,556.7511597,61,192.0187683,0.008498674,34.94739532,0.007246377,5.917106152,0.088405795,0.278288066,0.012020756,0.00014702,0.001923189,0.001449275,0.247872233,0.001449275,0.060519855,0.002894365,42.00914383,2,0.060794707,0.002894356,NO
7,10,42,23.80952454,1,14.28571415,17.39130402,51.94805145,16,0.761904776,5,11.90476227,2,0,2,0,2,100,4.057971001,93.33333588,1,1,0,0,5,6,20,30,2,40,16.81159401,57.71144104,7,0.699999988,0,0,4.928571224,0.704081595,0.183235943,0.004836481,0.129888952,7,1674.833862,120,212.7019806,0.02577999,108.2264252,0.010144928,17.79999733,0.173913047,0.308263749,0.03646392,0.000455297,0.001908724,0.001453485,0.24216111,0.004345729,0.061632421,0.005064096,42.7710495,3.5,0.061897323,0.005065123,NO
18,37,306,12.09150314,1,5.555555344,32.89855194,47.0954361,134.5,0.879084945,69.75,22.79411697,8,12,56,21.4285717,1,12.5,5.942028999,43.15789413,22,0.785714269,13,23.2142849,13,15,156,9.615385056,1,7.692307472,32.60869598,53.95683289,70.5,0.903846145,24.5,15.70512867,15.02380943,0.83465606,0.119745262,0.107261464,0.36358729,18,2410.270996,227,255.0326691,0.036667909,3911.154297,0.026086956,25.61616516,0.328985512,0.369612575,0.051864088,0.016453816,0.001899503,0.002732587,0.238473967,0.471085817,0.097429127,0.108600564,67.46663666,75.40913391,0.09763623,0.109130442,YES
5,4,20,20,1,20,16.08695602,54.14634323,8,0.800000012,1.5,7.5,1,0,0,0,1,100,0.869565189,100,0,0,0,0,4,2,12,16.66666603,2,50,16.08695602,55.77889633,5,0.833333313,0,0,3.399999857,0.680000007,0.28673476,0.030058619,0.183249295,5,745.3045044,111,203.4830475,0.01128489,260.7214966,0.007246377,7.921035767,0.160869569,0.29490298,0.015961654,0.001096828,0.001459848,0.001449275,0.008691457,0.001449275,0.008680994,0.002894375,6,2,0.008683068,0.002894356,NO
3,3,6,50,1,33.33333206,5.362318993,75.5102005,1.5,0.5,0.5,8.333333015,2,2,2,100,1,50,5.217391491,87.80487823,0,0,0,0,2,1,2,50,1,50,5.362318993,84.09091187,0.5,0.5,0,0,1.625,0.541666687,0.506787241,0.278990835,0.138392866,3,494.0099487,37,188.712677,0.007586152,0.333333343,0.004347826,5.250297546,0.053623188,0.273496628,0.01073006,1.4023E-06,0.001898374,0.002735523,0.238020927,0.471654207,0.069568798,0.120699242,48.24287415,83.75715637,0.069816023,0.121211514,NO
5,5,20,25,2,40,27.39130402,66.78445435,7.5,0.75,1.333333373,6.666666508,1,0,0,0,1,100,1.01449275,100,0,0,0,0,4,3,12,25,2,50,27.10144997,67.75362396,4.5,0.75,0,0,3.799999952,0.75999999,0.237810805,0.005525874,0.088021412,5,2222.428467,189,231.1590424,0.034308143,60.65369415,0.007246377,23.61978912,0.273913056,0.335013092,0.048526369,0.000255164,0.001916752,0.001453479,0.24534072,0.004341534,0.074799784,0.004097912,51.85953903,2.833333254,0.075049981,0.004100338,NO
7,12,42,28.5714283,1,14.28571415,7.391304493,38.34586334,15,0.714285731,4.5,10.71428585,1,0,0,0,1,100,1.01449275,100,0,0,0,0,6,11,30,36.66666794,1,16.66666603,7.391304493,40.47618866,9.5,0.633333325,0,0,4.857142925,0.693877518,0.217440903,0.013650093,0.225531787,7,358.8216248,51,193.5687714,0.005313552,116.2243881,0.010144928,3.813527107,0.073913045,0.280534446,0.007515632,0.000488944,0.001985012,0.001449275,0.271341681,0.001449275,0.081777155,0.002894366,56.70000839,2,0.082055002,0.002894356,NO
5,7,20,35,1,20,6.086956501,57.53424835,6.5,0.649999976,1,5,3,3,6,50,1,33.33333206,3.623188496,65.78947449,1.5,0.5,0,0,3,1,6,16.66666603,2,66.66666412,5.652173996,76.47058868,2.5,0.833333313,1,16.66666603,3.333333254,0.666666627,0.322326422,0.134964705,0.205952391,5,384.1758118,42,191.8162842,0.005802853,8.992684364,0.007246377,4.082989216,0.060869563,0.277994603,0.008207712,3.78313E-05,0.00189816,0.00273237,0.237934932,0.471043855,0.063318007,0.10159573,43.92979431,70.57582855,0.063574232,0.102135785,NO
2,1,2,50,1,50,0.724637687,71.42857361,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,1,50,0.724637687,71.42857361,0.5,0.5,0,0,1,0.5,0.922500014,0.035043228,0.349999994,2,19.91370392,5,151.0031128,0.000269459,0,0.002898551,0.211641222,0.007246377,0.218845084,0.000381131,0,0.001457711,0.001447178,0.00723589,0,0.006026085,0.001447187,4.166666508,1,0.006029908,0.001447178,NO
23,46,506,9.090909004,1,4.347826004,23.47826004,43.90243912,230,0.909090936,16.66666603,3.293807745,1,0,0,0,1,100,1.594202876,100,0,0,0,0,22,42,462,9.090909004,1,4.545454502,23.47826004,45.25139618,210,0.909090936,0,0,19.347826,0.841209829,0.102421388,0.1765773,0.360525906,23,3117.429199,162,239.0992584,0.047802605,1161.508301,0.033333335,33.13178253,0.234782606,0.346520662,0.067613304,0.004886344,0.002178773,0.001449275,0.336271733,0.001449275,0.119008325,0.002894365,82.45436859,2,0.119326152,0.002894356,NO
2,1,2,50,1,50,1.159420252,80,0.5,0.5,0,0,2,1,2,50,1,50,1.159420252,80,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.770975053,0.016939448,0.238095254,2,4.088817596,8,125.7971725,2.41151E-05,0,0.002898551,0.043455623,0.011594203,0.182314739,3.4109E-05,0,0.001447178,0.001453485,0,0.004345729,0.001447187,0.005064088,1,3.5,0.001447178,0.005065123,NO
6,5,30,16.66666603,1,16.66666603,19.42028999,60.90909195,12.5,0.833333313,3,10,1,0,0,0,1,100,3.333333254,100,0,0,0,0,5,3,20,15,2,40,19.13043404,67.00507355,8.5,0.850000024,0,0,4.5,0.75,0.193171918,0.001457366,0.075884454,6,1493.702271,134,214.6186523,0.022980763,59.6427269,0.008695652,15.87494659,0.1942029,0.311041534,0.032504614,0.000250911,0.001912406,0.001451376,0.243622974,0.002896453,0.063514344,0.003616918,44.07105255,2.5,0.063778661,0.003617945,NO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62243E-08,0,0,0,0,0,-3.84988E-10,0,0,0,0,0.001447178,0.001447178,0,0,0.001447187,0.001447187,1,1,0.001447178,0.001447178,NO
7,6,42,14.28571415,2,28.5714283,30.14492798,57.45856476,18,0.857142866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,42,14.28571415,2,28.5714283,30.14492798,57.45856476,18,0.857142866,0,0,5.642857075,0.806122422,0.15338403,0.002939909,0.034751423,7,2952.363281,208,238.6423187,0.045558434,992.3289795,0.010144928,31.37747765,0.301449269,0.345858425,0.064439088,0.004174624,0.001902147,0.001447178,0.239535227,0,0.073093206,0.001447187,50.67621613,1,0.073337503,0.001447178,NO
