@RELATION xerces-1.3-NETmetrics

@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.808071136,128,155.5163879,0.027363487,123.0596237,0.008791209,-3.232176781,0.281318694,0.341794252,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.811644793,128,155.5163879,0.027363487,123.0596237,0.008791209,-3.235209942,0.281318694,0.341794252,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.80907011,128,155.5163879,0.027363487,123.0596237,0.008791209,-3.233024597,0.281318694,0.341794252,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0.5,4.166666508,1,0,0,0,1,100,16.04395676,98.64865112,0,0,0,0,4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0.5,4.166666508,2.700000048,0.675000012,0.352167815,0.238268301,0.09348309,4,0.006578728,127,155.3497162,0.027733598,53.84457397,0.008791209,0.005583827,0.279120892,0.341427952,0.039227154,0.00052132,0.002878126,0.002493028,0.238577202,0.12061885,0.094634868,0.063466765,43.29999542,29,0.09495613,0.063596494,NO
16,52,240,21.66666603,2,12.5,51.64834976,36.7762146,94,0.783333361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,240,21.66666603,2,12.5,51.64834976,36.7762146,94,0.783333361,0,0,12.5,0.78125,0.091439933,0.014710901,0.19796972,17,-0.260158807,235,191.7830353,0.102172397,3831.412598,0.037362639,-0.220815003,0.516483545,0.421501189,0.14451541,0.037095539,0.002912988,0.002192982,0.247715443,0,0.131135717,0.002192977,59.91665268,1,0.131396174,0.002192982,NO
5,3,20,15,3,60,28.35164833,50,8.5,0.850000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,15,3,60,28.35164833,50,8.5,0.850000024,0,0,4.400000095,0.879999995,0.206723407,0.000267844,0.016560011,5,-4.801420689,129,156.183075,0.027983429,144.4202728,0.010989011,-4.075302124,0.283516496,0.343259513,0.03958052,0.00139827,0.002894789,0.002192982,0.242972806,0,0.098288223,0.002192977,44.96665192,1,0.098611079,0.002192982,NO
23,61,506,12.055336,2,8.695652008,38.68132019,42.82238388,222.5,0.879446626,74.41666412,14.70685101,7,11,42,26.19047546,1,14.28571415,18.90109825,53.41614914,15.5,0.738095224,0,0,16,18,240,7.5,3,18.75,31.4285717,57.20000076,111,0.925000012,0,0,18.847826,0.819470704,0.099481173,0.12655659,0.390721738,24,1.32427907,176,180.1165771,0.065124817,1863.418579,0.052747253,1.124008417,0.386813194,0.395860612,0.092114307,0.018041521,0.002347127,0.002499327,0.065818392,0.122840755,0.049118072,0.071154252,22.41666603,32.5,0.049159355,0.071271926,NO
3,2,6,33.33333206,2,66.66666412,16.92307663,55.79710007,2,0.666666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.33333206,2,66.66666412,16.92307663,55.79710007,2,0.666666687,0,0,2.333333254,0.777777791,0.346388489,0.000338118,0.019299697,3,0.121112481,77,141.5497894,0.015293171,39.70199966,0.006593407,0.102796644,0.169230774,0.311098427,0.021631075,0.000384393,0.002894549,0.002192982,0.242910162,0,0.092061147,0.002192977,42.13333893,1,0.092397675,0.002192982,NO
5,4,20,20,1,20,23.51648331,78.10218811,8,0.800000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,1,20,23.51648331,78.10218811,8,0.800000012,0,0,3.700000048,0.74000001,0.263812631,0.011268361,0.143432304,6,1.903103352,107,149.4163971,0.022164576,51.63366318,0.013186813,1.615297198,0.235164836,0.328387678,0.031350177,0.000499914,0.002894605,0.002192982,0.242924631,0,0.094808392,0.002192977,43.3833313,1,0.095138885,0.002192982,NO
3,2,6,33.33333206,2,66.66666412,16.92307663,55.79710007,2,0.666666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.33333206,2,66.66666412,16.92307663,55.79710007,2,0.666666687,0,0,2.333333254,0.777777791,0.346388489,0.000338118,0.019299697,3,0.116949208,77,141.5497894,0.015293171,39.70199966,0.006593407,0.09926299,0.169230774,0.311098427,0.021631075,0.000384393,0.002894549,0.002192982,0.242910162,0,0.092061147,0.002192977,42.13333893,1,0.092397675,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.807813644,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.231958151,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
73,168,5256,3.196346998,1,1.369863033,46.15384674,24.16570854,2544,0.968036532,999.6357422,19.01894379,55,60,2970,2.020201921,3,5.454545498,29.23077011,34.72584915,1455,0.979797959,218,7.340067387,23,60,506,11.85770798,1,4.347826004,45.27472687,36.26760483,223,0.881422937,80.25,15.85968399,69.19871521,0.947927654,0.054753702,0.462604314,0.37467429,74,1.043457747,210,212.5665283,0.187524498,7232.846191,0.162637368,0.885655701,0.461538464,0.467179179,0.265239745,0.070028044,0.002879765,0.002493766,0.23901099,0.120879121,0.137199059,0.122807421,62.66666794,56,0.137426898,0.122807018,NO
61,155,3660,4.234972477,1,1.639344215,50.98900986,30.48620224,1752.5,0.957650244,174.2666626,4.761384487,53,64,2756,2.32220602,1,1.886792421,27.69230843,33.87096786,1346,0.976777911,0,0,9,21,72,29.16666603,1,11.11111069,50.76922989,49.89200974,25.5,0.708333313,2,2.777777672,56.70967865,0.929666817,0.102501772,0.567428529,0.458404303,62,1.893100739,232,207.3497467,0.153216481,3326.791016,0.136263743,1.606807232,0.509890139,0.455713719,0.216713548,0.032209817,0.002878872,0.002493738,0.238774821,0.12086948,0.11276672,0.120609619,51.54998398,55,0.113048211,0.120614037,NO
4,2,12,16.66666603,3,75,17.1428566,53.06122589,5,0.833333313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,3,75,17.1428566,53.06122589,5,0.833333313,0,0,3.5,0.875,0.257343531,0.000301364,0.014474772,4,-0.87773484,78,142.2164459,0.015913103,42.43629074,0.008791209,-0.744995058,0.171428576,0.312563628,0.022507925,0.000410866,0.002894586,0.002192982,0.242919803,0,0.093526348,0.002192977,42.80000305,1,0.093859658,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.807154894,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.231399059,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
8,1,56,1.785714269,7,87.5,8.791209221,59.70149231,27.5,0.982142866,0,0,8,1,56,1.785714269,7,87.5,8.791209221,59.70149231,27.5,0.982142866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0.96875,0.128884524,0.000708014,0.015050167,8,0.960067213,40,134.5498505,0.013003534,20.79082108,0.017582418,0.814876318,0.08791209,0.295713961,0.018392552,0.000201296,0.002192982,0.002504996,0,0.124831311,0.002192977,0.05759633,1,26.3333416,0.002192982,0.057748556,NO
9,20,72,27.77777863,1,11.11111069,41.75824356,44.6009407,26,0.722222209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,72,27.77777863,1,11.11111069,41.75824356,44.6009407,26,0.722222209,0,0,5.94444418,0.660493851,0.1428902,0.001489226,0.133099943,10,2.405462503,190,169.3498688,0.05341024,118.1010666,0.021978023,2.041684628,0.417582422,0.372197509,0.075544894,0.001143448,0.002887202,0.002192982,0.240977436,0,0.111186825,0.002192977,50.83332443,1,0.111476585,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.808405399,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.232460499,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0,0,2.875,0.71875,0.31207335,0.026918732,0.107238479,4,0.003120621,127,155.3497314,0.027733598,53.84457397,0.008791209,0.002648689,0.279120892,0.341427982,0.039227154,0.00052132,0.002886415,0.002192982,0.240770191,0,0.095728956,0.002192977,43.79999161,1,0.096052617,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.804889679,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.229476452,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0.5,4.166666508,1,0,0,0,1,100,16.04395676,98.64865112,0,0,0,0,4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0.5,4.166666508,2.700000048,0.675000012,0.352167815,0.238268301,0.09348309,4,0.011998639,127,155.3497314,0.027733598,53.84457397,0.008791209,0.010184086,0.279120892,0.341427982,0.039227154,0.00052132,0.002878126,0.002493028,0.238577202,0.12061885,0.094634868,0.063466765,43.29999542,29,0.09495613,0.063596494,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.805975914,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.230398417,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0.5,4.166666508,1,0,0,0,1,100,16.04395676,98.64865112,0,0,0,0,4,4,12,33.33333206,1,25,27.91208839,50.79999924,4,0.666666687,0.5,4.166666508,2.700000048,0.675000012,0.352167815,0.238268301,0.09348309,4,0.006430596,127,155.3497314,0.027733598,53.84457397,0.008791209,0.005458097,0.279120892,0.341427982,0.039227154,0.00052132,0.002878126,0.002493028,0.238577202,0.12061885,0.094634876,0.063466765,43.29999542,29,0.09495613,0.063596494,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.803789854,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.228543043,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.20000076,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.20000076,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,27.88151932,128,155.5164032,0.027492028,87.97432709,0.008791209,23.66499901,0.281318694,0.341794282,0.03888547,0.000851763,0.002886433,0.002192982,0.240775004,0,0.096095257,0.002192977,43.96665955,1,0.096418113,0.002192982,NO
5,3,20,15,3,60,28.35164833,50,8.5,0.850000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,15,3,60,28.35164833,50,8.5,0.850000024,0,0,4.400000095,0.879999995,0.206723407,0.000267844,0.016560011,5,-4.799942017,129,156.183075,0.027983429,144.4202728,0.010989011,-4.074047089,0.283516496,0.343259513,0.03958052,0.00139827,0.002894789,0.002192982,0.242972806,0,0.098288223,0.002192977,44.96665192,1,0.098611079,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.20000076,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.20000076,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-0.31137675,128,155.5164032,0.027405169,117.28685,0.008791209,-0.264287263,0.281318694,0.341794282,0.038762614,0.001135565,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.805068016,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.229627848,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
5,3,20,15,3,60,28.35164833,50,8.5,0.850000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,15,3,60,28.35164833,50,8.5,0.850000024,0,0,4.400000095,0.879999995,0.206723407,0.000267844,0.016560011,5,-4.799609661,129,156.183075,0.027983429,144.4202728,0.010989011,-4.073764801,0.283516496,0.343259513,0.03958052,0.00139827,0.002894789,0.002192982,0.242972806,0,0.098288223,0.002192977,44.96665192,1,0.098611079,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.20000076,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.20000076,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-0.314234525,128,155.5164032,0.027405169,117.28685,0.008791209,-0.266712844,0.281318694,0.341794282,0.038762614,0.001135565,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.812343359,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.235802889,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
7,11,42,26.19047546,1,14.28571415,38.46154022,49.43502808,15.5,0.738095224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,42,26.19047546,1,14.28571415,38.46154022,49.43502808,15.5,0.738095224,0,0,4.571428299,0.653061211,0.198494941,0.016991999,0.169213161,8,2.022932529,175,164.8499146,0.037529979,134.8002472,0.017582418,1.717004538,0.384615391,0.362307519,0.05308342,0.001305129,0.00289501,0.002192982,0.243030652,0,0.104149051,0.002192977,47.6333313,1,0.104459062,0.002192982,NO
3,2,6,33.33333206,2,66.66666412,16.92307663,55.79710007,2,0.666666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.33333206,2,66.66666412,16.92307663,55.79710007,2,0.666666687,0,0,2.333333254,0.777777791,0.346388489,0.000338118,0.019299697,3,0.118198209,77,141.5497894,0.015293171,39.70199966,0.006593407,0.100323103,0.169230774,0.311098427,0.021631075,0.000384393,0.002894549,0.002192982,0.242910162,0,0.092061147,0.002192977,42.13333893,1,0.092397675,0.002192982,NO
4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,2,50,28.13186836,51.40562439,4.5,0.75,0,0,3.25,0.8125,0.260505319,0.000266326,0.020700013,4,-3.802841902,128,155.5164032,0.027363487,123.0596237,0.008791209,-3.22773838,0.281318694,0.341794282,0.038703658,0.001191457,0.002894752,0.002192982,0.242963165,0,0.096823037,0.002192977,44.29999161,1,0.097149104,0.002192982,NO
